Start	End	ConsistencyIndex	Counts	MinimumNumberChangesOnTree
2810858	2810859	0.2	272:115	5
2810864	2810865	0.2	272:115	5
2810871	2810872	0.14285714285714285	231:156	7
2810876	2810877	0.14285714285714285	231:156	7
2810882	2810883	0.16666666666666666	279:108	6
2810891	2810892	0.5	364:23	2
2810907	2810908	0.25	356:31	4
2810942	2810943	0.25	326:61	4
2810960	2810961	0.5	319:68	2
2810961	2810962	0.5	380:7	2
2810974	2810975	0.3333333333333333	314:73	3
2810980	2810981	0.5	326:61	2
2810990	2810991	0.3333333333333333	285:102	3
2810993	2810994	0.3333333333333333	358:29	3
2810999	2811000	0.2	328:59	5
2811016	2811017	0.2	328:59	5
2811021	2811022	0.2	328:59	5
2811024	2811025	0.3333333333333333	347:40	3
2811048	2811049	0.2	327:60	5
2811053	2811054	0.25	295:92	4
2811065	2811066	0.5	382:5	2
2811071	2811072	0.3333333333333333	383:4	3
2811073	2811074	0.5	384:3	2
2811111	2811112	0.2	238:149	5
2811168	2811169	0.25	207:180	4
2811190	2811191	0.5	378:9	2
2811250	2811251	0.2	205:182	5
2811265	2811266	0.5	367:20	2
2811271	2811272	0.5	367:20	2
2811283	2811284	0.5	367:20	2
2811331	2811332	0.3333333333333333	353:34	3
2811340	2811341	0.14285714285714285	257:130	7
2811380	2811381	0.5	378:9	2
2811400	2811401	0.5	378:9	2
2811413	2811414	0.5	378:9	2
2811415	2811416	0.5	375:12	2
2811424	2811425	0.16666666666666666	308:79	6
2811445	2811446	0.3333333333333333	344:43	3
2811466	2811467	0.5	378:9	2
2811506	2811507	0.5	378:9	2
2811574	2811575	0.16666666666666666	300:87	6
2811595	2811596	0.5	357:30	2
2811658	2811659	0.5	350:37	2
2811661	2811662	0.3333333333333333	340:47	3
2811723	2811724	0.5	366:21	2
2811728	2811729	0.5	363:24	2
2811766	2811767	0.5	332:55	2
2811772	2811773	0.3333333333333333	329:58	3
2811784	2811785	0.3333333333333333	344:43	3
2811806	2811807	0.2	203:184	5
2811883	2811884	0.5	377:10	2
2811888	2811889	0.5	351:36	2
2811931	2811932	0.5	378:9	2
2811941	2811942	0.5	378:9	2
2811954	2811955	0.5	381:6	2
2811970	2811971	0.25	345:42	4
2811973	2811974	0.5	364:23	2
2811987	2811988	0.5	358:29	2
2811998	2811999	0.2	314:73	5
2812002	2812003	0.3333333333333333	355:32	3
2812012	2812013	0.5	378:9	2
2812018	2812019	0.5	378:9	2
2812023	2812024	0.5	364:23	2
2812034	2812035	0.3333333333333333	379:8	3
2812039	2812040	0.5	364:23	2
2812041	2812042	0.14285714285714285	262:125	7
2812046	2812047	0.25	380:7	4
2812090	2812091	0.2	237:150	5
2812096	2812097	0.5	378:9	2
2812117	2812118	0.2	203:184	5
2812118	2812119	0.3333333333333333	357:30	3
2812141	2812142	0.14285714285714285	251:136	7
2812180	2812181	0.2	203:184	5
2812198	2812199	0.5	378:9	2
2812231	2812232	0.5	378:9	2
2812285	2812286	0.2	203:184	5
2812318	2812319	0.5	378:9	2
2812345	2812346	0.5	378:9	2
2812357	2812358	0.5	378:9	2
2812384	2812385	0.2	324:63	5
2812392	2812393	0.5	378:9	2
2812416	2812417	0.5	378:9	2
2812459	2812460	0.5	378:9	2
2812473	2812474	0.5	378:9	2
2812480	2812481	0.5	378:9	2
2812501	2812502	0.5	351:36	2
2812504	2812505	0.3333333333333333	305:82	3
2812510	2812511	0.5	349:38	2
2812660	2812661	0.3333333333333333	345:42	3
2812666	2812667	0.5	348:39	2
2812681	2812682	0.5	364:23	2
2812714	2812715	0.5	380:7	2
2812728	2812729	0.5	364:23	2
2812737	2812738	0.14285714285714285	205:182	7
2812753	2812754	0.16666666666666666	288:99	6
2812785	2812786	0.3333333333333333	377:10	3
2812802	2812803	0.25	362:25	4
2812809	2812810	0.25	345:42	4
2812822	2812823	0.3333333333333333	355:32	3
2812826	2812827	0.25	350:37	4
2812833	2812834	0.2	347:40	5
2812839	2812840	0.5	384:3	2
2812841	2812842	0.16666666666666666	344:43	6
2812846	2812847	0.16666666666666666	348:39	6
2812853	2812854	0.2	347:40	5
2812868	2812869	0.1	209:178	10
2812904	2812905	0.2	82:305	5
2812933	2812934	0.125	277:110	8
2812937	2812938	0.5	378:9	2
2813054	2813055	0.5	320:67	2
2813066	2813067	0.5	378:9	2
2813108	2813109	0.3333333333333333	345:42	3
2813166	2813167	0.5	364:23	2
2813267	2813268	0.125	248:139	8
2813288	2813289	0.3333333333333333	345:42	3
2813379	2813380	0.5	349:38	2
2813447	2813448	0.2	237:150	5
2813453	2813454	0.5	378:9	2
2813474	2813475	0.5	364:23	2
2813522	2813523	0.16666666666666666	270:117	6
2813552	2813553	0.25	343:44	4
2813588	2813589	0.25	343:44	4
2813621	2813622	0.5	364:23	2
2813648	2813649	0.3333333333333333	346:41	3
2813678	2813679	0.5	364:23	2
2813728	2813729	0.5	354:33	2
2813786	2813787	0.3333333333333333	347:40	3
2813873	2813874	0.5	380:7	2
2813945	2813946	0.5	378:9	2
2813958	2813959	0.5	364:23	2
2813983	2813984	0.125	258:129	8
2814037	2814038	0.5	349:38	2
2814047	2814048	0.25	351:36	4
2814052	2814053	0.2	348:39	5
2814055	2814056	0.25	342:45	4
2814069	2814070	0.25	343:44	4
2814072	2814073	0.5	378:9	2
2814082	2814083	0.1111111111111111	88:299	9
2814087	2814088	0.1111111111111111	142:245	9
2814093	2814094	0.25	336:51	4
2814096	2814097	0.5	378:9	2
2814099	2814100	0.25	327:60	4
2814104	2814105	0.5	382:5	2
2814136	2814137	0.3333333333333333	362:25	3
2814155	2814156	0.3333333333333333	347:40	3
2814162	2814163	0.3333333333333333	362:25	3
2814174	2814175	0.5	351:36	2
2814205	2814206	0.2	315:72	5
2814211	2814212	0.2	304:83	5
2814212	2814213	0.5	350:37	2
2814226	2814227	0.14285714285714285	253:134	7
2814239	2814240	0.14285714285714285	267:120	7
2814245	2814246	0.14285714285714285	267:120	7
2814263	2814264	0.25	328:59	4
2814269	2814270	0.2	192:195	5
2814275	2814276	0.3333333333333333	344:43	3
2814284	2814285	0.3333333333333333	344:43	3
2814302	2814303	0.25	313:74	4
2814311	2814312	0.25	349:38	4
2814368	2814369	0.14285714285714285	303:84	7
2814370	2814371	0.2	273:114	5
2814398	2814399	0.5	314:73	2
2814418	2814419	0.14285714285714285	276:111	7
2814426	2814427	0.14285714285714285	304:83	7
2814452	2814453	0.25	371:16	4
2814458	2814459	0.16666666666666666	358:29	6
2814461	2814462	0.25	331:56	4
2814488	2814489	0.5	382:5	2
2814491	2814492	0.16666666666666666	294:93	6
2814499	2814500	0.5	136:251	2
2814539	2814540	0.3333333333333333	344:43	3
2814554	2814555	0.5	380:7	2
2814560	2814561	0.125	312:75	8
2814584	2814585	0.3333333333333333	344:43	3
2814620	2814621	0.16666666666666666	201:186	6
2814629	2814630	0.5	347:40	2
2814677	2814678	0.16666666666666666	198:189	6
2814695	2814696	0.2	300:87	5
2814742	2814743	0.3333333333333333	341:46	3
2814746	2814747	0.16666666666666666	230:157	6
2814758	2814759	0.25	341:46	4
2814759	2814760	0.5	379:8	2
2814764	2814765	0.3333333333333333	136:251	3
2814770	2814771	0.5	351:36	2
2814821	2814822	0.3333333333333333	234:153	3
2814848	2814849	0.5	351:36	2
2814866	2814867	0.5	376:11	2
2814902	2814903	0.5	350:37	2
2814965	2814966	0.16666666666666666	226:161	6
2814966	2814967	0.3333333333333333	373:14	3
2814974	2814975	0.5	181:206	2
2814986	2814987	0.3333333333333333	212:175	3
2815039	2815040	0.5	383:4	2
2815083	2815084	0.5	379:8	2
2815117	2815118	0.5	349:38	2
2815159	2815160	0.3333333333333333	361:26	3
2815184	2815185	0.5	368:19	2
2815191	2815192	0.5	339:48	2
2816438	2816439	0.3333333333333333	349:38	3
2816459	2816460	0.2	332:55	5
2816483	2816484	0.3333333333333333	345:42	3
2816567	2816568	0.25	304:83	4
2816583	2816584	0.5	380:7	2
2816618	2816619	0.2	300:87	5
2816641	2816642	0.25	193:194	4
2816664	2816665	0.3333333333333333	374:13	3
2816727	2816728	0.5	349:38	2
2816729	2816730	0.16666666666666666	250:137	6
2816735	2816736	0.3333333333333333	350:37	3
2816743	2816744	0.16666666666666666	212:175	6
2816752	2816753	0.25	205:182	4
2816757	2816758	0.16666666666666666	248:139	6
2816782	2816783	0.5	374:13	2
2816807	2816808	0.16666666666666666	250:137	6
2816815	2816816	0.06666666666666667	234:153	15
2816822	2816823	0.06666666666666667	236:151	15
2816836	2816837	0.125	364:23	8
2816854	2816855	0.14285714285714285	356:31	7
2816876	2816877	0.16666666666666666	351:36	6
2816883	2816884	0.16666666666666666	257:130	6
2816892	2816893	0.2	329:58	5
2816898	2816899	0.5	381:6	2
2816920	2816921	0.2	329:58	5
2817007	2817008	0.5	170:217	2
2817081	2817082	0.5	323:64	2
2817186	2817187	0.16666666666666666	296:91	6
2817297	2817298	0.3333333333333333	311:76	3
2817315	2817316	0.3333333333333333	316:71	3
2817336	2817337	0.3333333333333333	311:76	3
2817342	2817343	0.2	272:115	5
2817426	2817427	0.5	380:7	2
2817465	2817466	0.3333333333333333	311:76	3
2817542	2817543	0.25	196:191	4
2817572	2817573	0.2	313:74	5
2817602	2817603	0.2	279:108	5
2817613	2817614	0.14285714285714285	281:106	7
2817621	2817622	0.25	322:65	4
2817622	2817623	0.14285714285714285	281:106	7
2817671	2817672	0.3333333333333333	316:71	3
2817697	2817698	0.16666666666666666	288:99	6
2817698	2817699	0.5	305:82	2
2817706	2817707	0.2	285:102	5
2817710	2817711	0.5	308:79	2
2817723	2817724	0.16666666666666666	282:105	6
2817753	2817754	0.2	281:106	5
2817765	2817766	0.2	281:106	5
2817771	2817772	0.16666666666666666	282:105	6
2817790	2817791	0.3333333333333333	317:70	3
2817795	2817796	0.16666666666666666	279:108	6
2817814	2817815	0.2	281:106	5
2817843	2817844	0.2	285:102	5
2817882	2817883	0.25	318:69	4
2817888	2817889	0.25	355:32	4
2817906	2817907	0.5	170:217	2
2817927	2817928	0.2	315:72	5
2817936	2817937	0.2	315:72	5
2817942	2817943	0.16666666666666666	282:105	6
2817984	2817985	0.25	318:69	4
2817997	2817998	0.16666666666666666	282:105	6
2818002	2818003	0.16666666666666666	282:105	6
2818014	2818015	0.16666666666666666	267:120	6
2818039	2818040	0.2	302:85	5
2818050	2818051	0.2	302:85	5
2818065	2818066	0.16666666666666666	300:87	6
2818081	2818082	0.2	302:85	5
2818095	2818096	0.3333333333333333	333:54	3
2818104	2818105	0.3333333333333333	356:31	3
2818134	2818135	0.5	343:44	2
2818143	2818144	0.5	361:26	2
2818144	2818145	0.3333333333333333	343:44	3
2818147	2818148	0.2	248:139	5
2818164	2818165	0.3333333333333333	343:44	3
2818170	2818171	0.25	327:60	4
2818183	2818184	0.25	327:60	4
2818194	2818195	0.5	342:45	2
2818196	2818197	0.3333333333333333	334:53	3
2818200	2818201	0.3333333333333333	343:44	3
2818223	2818224	0.14285714285714285	321:66	7
2818231	2818232	0.06666666666666667	297:90	15
2818237	2818238	0.037037037037037035	221:166	27
2818592	2818593	0.14285714285714285	350:37	7
2818609	2818610	0.5	382:5	2
2818692	2818693	0.5	368:19	2
2818837	2818838	0.25	334:53	4
2818862	2818863	0.5	349:38	2
2818865	2818866	0.16666666666666666	231:156	6
2818874	2818875	0.2	226:161	5
2818883	2818884	0.2	258:129	5
2818893	2818894	0.16666666666666666	234:153	6
2818894	2818895	0.5	382:5	2
2818927	2818928	0.5	362:25	2
2818931	2818932	0.5	382:5	2
2818952	2818953	0.5	382:5	2
2818963	2818964	0.125	235:152	8
2818965	2818966	0.5	382:5	2
2818974	2818975	0.5	382:5	2
2819038	2819039	0.5	380:7	2
2819047	2819048	0.2	364:23	5
2819055	2819056	0.5	367:20	2
2819137	2819138	0.2	288:99	5
2819146	2819147	0.5	360:27	2
2819191	2819192	0.3333333333333333	363:24	3
2819245	2819246	0.14285714285714285	216:171	7
2819287	2819288	0.5	367:20	2
2819320	2819321	0.5	368:19	2
2819341	2819342	0.3333333333333333	268:119	3
2819410	2819411	0.5	368:19	2
2819431	2819432	0.5	336:51	2
2819449	2819450	0.3333333333333333	328:59	3
2819509	2819510	0.5	380:7	2
2819599	2819600	0.2	257:130	5
2819662	2819663	0.2	196:191	5
2819695	2819696	0.2	196:191	5
2819948	2819949	0.2	223:164	5
2820005	2820006	0.5	367:20	2
2820053	2820054	0.2	221:166	5
2820078	2820079	0.5	382:5	2
2820200	2820201	0.5	349:38	2
2820227	2820228	0.2	221:166	5
2820278	2820279	0.5	367:20	2
2820512	2820513	0.25	294:93	4
2820739	2820740	0.5	351:36	2
2820751	2820752	0.3333333333333333	271:116	3
2821161	2821162	0.5	383:4	2
2821284	2821285	0.5	349:38	2
2821342	2821343	0.14285714285714285	292:95	7
2821465	2821466	0.5	350:37	2
2821468	2821469	0.125	255:132	8
2821712	2821713	0.5	375:12	2
2821735	2821736	0.1	144:243	10
2821743	2821744	0.3333333333333333	382:5	3
2821761	2821762	0.041666666666666664	102:285	24
2821777	2821778	0.3333333333333333	358:29	3
2821783	2821784	0.5	383:4	2
2822052	2822053	0.16666666666666666	358:29	6
2822076	2822077	0.05555555555555555	179:208	18
2822115	2822116	0.0625	257:130	16
2822162	2822163	0.2	343:44	5
2822168	2822169	0.1	317:70	10
2823628	2823629	0.3333333333333333	323:64	3
2823780	2823781	0.2	332:55	5
2823848	2823849	0.5	344:43	2
2823899	2823900	0.5	353:34	2
2823903	2823904	0.25	340:47	4
2823942	2823943	0.5	379:8	2
2824054	2824055	0.5	352:35	2
2824098	2824099	0.2	292:95	5
2824145	2824146	0.5	381:6	2
2824170	2824171	0.5	159:228	2
2824350	2824351	0.5	159:228	2
2824596	2824597	0.5	383:4	2
2824657	2824658	0.5	377:10	2
2824701	2824702	0.3333333333333333	360:27	3
2824807	2824808	0.25	228:159	4
2824851	2824852	0.5	351:36	2
2824856	2824857	0.05555555555555555	252:135	18
2824866	2824867	0.25	316:71	4
2824871	2824872	0.2	217:170	5
2824878	2824879	0.14285714285714285	257:130	7
2824906	2824907	0.3333333333333333	237:150	3
2824921	2824922	0.3333333333333333	344:43	3
2824942	2824943	0.5	185:202	2
2824954	2824955	0.3333333333333333	350:37	3
2824975	2824976	0.3333333333333333	349:38	3
2824981	2824982	0.5	379:8	2
2825017	2825018	0.2	204:183	5
2825032	2825033	0.5	351:36	2
2825044	2825045	0.5	351:36	2
2825050	2825051	0.5	351:36	2
2825059	2825060	0.3333333333333333	353:34	3
2825071	2825072	0.25	194:193	4
2825083	2825084	0.5	351:36	2
2825089	2825090	0.5	351:36	2
2825404	2825405	0.3333333333333333	264:123	3
2825419	2825420	0.5	350:37	2
2825518	2825519	0.25	339:48	4
2825527	2825528	0.25	339:48	4
2825548	2825549	0.5	335:52	2
2825560	2825561	0.25	222:165	4
2825572	2825573	0.3333333333333333	305:82	3
2825596	2825597	0.3333333333333333	262:125	3
2825603	2825604	0.5	349:38	2
2825621	2825622	0.25	196:191	4
2825636	2825637	0.3333333333333333	190:197	3
2825665	2825666	0.5	185:202	2
2825830	2825831	0.5	232:155	2
2825908	2825909	0.3333333333333333	319:68	3
2825924	2825925	0.3333333333333333	366:21	3
2825930	2825931	0.5	159:228	2
2825987	2825988	0.5	323:64	2
2826006	2826007	0.25	284:103	4
2826028	2826029	0.3333333333333333	237:150	3
2826091	2826092	0.5	382:5	2
2826169	2826170	0.5	349:38	2
2826283	2826284	0.5	350:37	2
2826323	2826324	0.5	352:35	2
2826408	2826409	0.5	352:35	2
2826417	2826418	0.5	342:45	2
2826426	2826427	0.5	385:2	2
2826435	2826436	0.5	345:42	2
2826456	2826457	0.5	385:2	2
2826469	2826470	0.5	385:2	2
2826518	2826519	0.5	385:2	2
2826561	2826562	0.5	347:40	2
2826600	2826601	0.3333333333333333	314:73	3
2826609	2826610	0.5	382:5	2
2826678	2826679	0.5	350:37	2
2826717	2826718	0.5	369:18	2
2826920	2826921	0.05	246:141	20
2826933	2826934	0.05	323:64	20
2826941	2826942	0.045454545454545456	330:57	22
2827035	2827036	0.5	372:15	2
2827048	2827049	0.5	373:14	2
2827058	2827059	0.2	324:63	5
2827092	2827093	0.5	367:20	2
2827093	2827094	0.3333333333333333	372:15	3
2827101	2827102	0.2	359:28	5
2827131	2827132	0.5	339:48	2
2827162	2827163	0.5	382:5	2
2827164	2827165	0.25	332:55	4
2827174	2827175	0.25	303:84	4
2827200	2827201	0.5	371:16	2
2827207	2827208	0.5	371:16	2
2827222	2827223	0.5	323:64	2
2827288	2827289	0.5	381:6	2
2827294	2827295	0.25	301:86	4
2827333	2827334	0.5	349:38	2
2827381	2827382	0.3333333333333333	338:49	3
2827429	2827430	0.2	247:140	5
2827453	2827454	0.25	359:28	4
2827533	2827534	0.5	349:38	2
2827561	2827562	0.5	136:251	2
2827602	2827603	0.2	221:166	5
2827717	2827718	0.5	351:36	2
2827855	2827856	0.25	208:179	4
2827888	2827889	0.5	380:7	2
2828038	2828039	0.5	345:42	2
2828311	2828312	0.5	329:58	2
2828347	2828348	0.25	299:88	4
2828371	2828372	0.5	313:74	2
2828461	2828462	0.3333333333333333	217:170	3
2828626	2828627	0.5	308:79	2
2828658	2828659	0.5	262:125	2
2828671	2828672	0.25	259:128	4
2828746	2828747	0.25	325:62	4
2828764	2828765	0.25	325:62	4
2828773	2828774	0.3333333333333333	356:31	3
2828797	2828798	0.3333333333333333	334:53	3
2828818	2828819	0.3333333333333333	313:74	3
2828839	2828840	0.3333333333333333	272:115	3
2828917	2828918	0.5	351:36	2
2829324	2829325	0.3333333333333333	271:116	3
2829371	2829372	0.3333333333333333	248:139	3
2829447	2829448	0.5	312:75	2
2829540	2829541	0.25	258:129	4
2829568	2829569	0.25	266:121	4
2829577	2829578	0.25	265:122	4
2829603	2829604	0.5	344:43	2
2829604	2829605	0.25	325:62	4
2829619	2829620	0.3333333333333333	264:123	3
2829634	2829635	0.3333333333333333	264:123	3
2829772	2829773	0.3333333333333333	305:82	3
2829802	2829803	0.5	303:84	2
2829814	2829815	0.5	303:84	2
2829832	2829833	0.5	303:84	2
2829841	2829842	0.5	303:84	2
2829862	2829863	0.5	303:84	2
2829886	2829887	0.5	311:76	2
2829927	2829928	0.5	340:47	2
2829955	2829956	0.5	325:62	2
2829961	2829962	0.5	325:62	2
2829991	2829992	0.2	254:133	5
2830030	2830031	0.3333333333333333	186:201	3
2830090	2830091	0.2	254:133	5
2830102	2830103	0.16666666666666666	255:132	6
2830108	2830109	0.2	254:133	5
2830132	2830133	0.16666666666666666	255:132	6
2830138	2830139	0.16666666666666666	255:132	6
2830153	2830154	0.16666666666666666	255:132	6
2830177	2830178	0.16666666666666666	255:132	6
2830195	2830196	0.16666666666666666	255:132	6
2830216	2830217	0.16666666666666666	255:132	6
2830285	2830286	0.14285714285714285	253:134	7
2830297	2830298	0.16666666666666666	255:132	6
2830333	2830334	0.16666666666666666	255:132	6
2830345	2830346	0.16666666666666666	255:132	6
2830360	2830361	0.5	361:26	2
2830372	2830373	0.14285714285714285	252:135	7
2830405	2830406	0.16666666666666666	255:132	6
2830411	2830412	0.16666666666666666	255:132	6
2830444	2830445	0.16666666666666666	287:100	6
2830465	2830466	0.16666666666666666	293:94	6
2830476	2830477	0.14285714285714285	290:97	7
2830483	2830484	0.14285714285714285	294:93	7
2830498	2830499	0.16666666666666666	293:94	6
2830504	2830505	0.14285714285714285	290:97	7
2830513	2830514	0.16666666666666666	257:130	6
2830519	2830520	0.16666666666666666	255:132	6
2830537	2830538	0.2	309:78	5
2830543	2830544	0.2	309:78	5
2830552	2830553	0.2	309:78	5
2830561	2830562	0.16666666666666666	304:83	6
2830570	2830571	0.2	303:84	5
2830576	2830577	0.2	309:78	5
2830590	2830591	0.2	309:78	5
2830603	2830604	0.2	309:78	5
2830614	2830615	0.16666666666666666	310:77	6
2830645	2830646	0.2	271:116	5
2830651	2830652	0.16666666666666666	276:111	6
2830660	2830661	0.2	309:78	5
2830666	2830667	0.16666666666666666	295:92	6
2830681	2830682	0.16666666666666666	295:92	6
2830687	2830688	0.16666666666666666	295:92	6
2830692	2830693	0.16666666666666666	229:158	6
2830699	2830700	0.16666666666666666	300:87	6
2830708	2830709	0.16666666666666666	295:92	6
2830732	2830733	0.14285714285714285	261:126	7
2830819	2830820	0.2	339:48	5
2830861	2830862	0.2	309:78	5
2830945	2830946	0.3333333333333333	345:42	3
2830981	2830982	0.5	382:5	2
2831023	2831024	0.25	274:113	4
2831113	2831114	0.5	353:34	2
2831119	2831120	0.3333333333333333	351:36	3
2831188	2831189	0.25	278:109	4
2831203	2831204	0.5	323:64	2
2831221	2831222	0.3333333333333333	320:67	3
2831308	2831309	0.3333333333333333	273:114	3
2831322	2831323	0.5	312:75	2
2831417	2831418	0.5	318:69	2
2831450	2831451	0.5	382:5	2
2831483	2831484	0.3333333333333333	172:215	3
2831615	2831616	0.5	318:69	2
2831621	2831622	0.5	318:69	2
2831651	2831652	0.5	318:69	2
2831696	2831697	0.5	371:16	2
2831954	2831955	0.3333333333333333	310:77	3
2831987	2831988	0.5	323:64	2
2832032	2832033	0.5	322:65	2
2832111	2832112	0.2	325:62	5
2832156	2832157	0.5	352:35	2
2832245	2832246	0.25	363:24	4
2832440	2832441	0.5	349:38	2
2832470	2832471	0.5	349:38	2
2832498	2832499	0.5	318:69	2
2832533	2832534	0.3333333333333333	347:40	3
2832552	2832553	0.14285714285714285	312:75	7
2832567	2832568	0.25	344:43	4
2832578	2832579	0.5	323:64	2
2832590	2832591	0.5	323:64	2
2832612	2832613	0.5	379:8	2
2832635	2832636	0.25	267:120	4
2832722	2832723	0.25	267:120	4
2832734	2832735	0.5	351:36	2
2832739	2832740	0.5	351:36	2
2832740	2832741	0.3333333333333333	343:44	3
2832749	2832750	0.5	351:36	2
2832866	2832867	0.5	381:6	2
2832962	2832963	0.5	379:8	2
2833103	2833104	0.3333333333333333	271:116	3
2833109	2833110	0.14285714285714285	216:171	7
2833115	2833116	0.16666666666666666	213:174	6
2833130	2833131	0.14285714285714285	216:171	7
2833157	2833158	0.5	349:38	2
2833181	2833182	0.5	353:34	2
2833214	2833215	0.16666666666666666	322:65	6
2833220	2833221	0.5	382:5	2
2833229	2833230	0.16666666666666666	215:172	6
2833324	2833325	0.5	383:4	2
2833334	2833335	0.3333333333333333	268:119	3
2833439	2833440	0.5	345:42	2
2833463	2833464	0.5	316:71	2
2833576	2833577	0.3333333333333333	363:24	3
2833601	2833602	0.5	341:46	2
2833648	2833649	0.14285714285714285	225:162	7
2833662	2833663	0.5	385:2	2
2833943	2833944	0.5	323:64	2
2833953	2833954	0.5	380:7	2
2833957	2833958	0.125	220:167	8
2834007	2834008	0.3333333333333333	378:9	3
2834012	2834013	0.3333333333333333	331:56	3
2834016	2834017	0.3333333333333333	137:250	3
2834064	2834065	0.14285714285714285	289:98	7
2834090	2834091	0.3333333333333333	347:40	3
2834101	2834102	0.25	313:74	4
2834108	2834109	0.3333333333333333	323:64	3
2834117	2834118	0.25	357:30	4
2834125	2834126	0.5	385:2	2
2834150	2834151	0.1111111111111111	317:70	9
2834167	2834168	0.3333333333333333	313:74	3
2834201	2834202	0.16666666666666666	196:191	6
2834212	2834213	0.3333333333333333	384:3	3
2834219	2834220	0.5	385:2	2
2834220	2834221	0.1	199:188	10
2834221	2834222	0.5	383:4	2
2834225	2834226	0.5	322:65	2
2834234	2834235	0.3333333333333333	277:110	3
2834249	2834250	0.5	320:67	2
2834342	2834343	0.5	368:19	2
2834442	2834443	0.5	352:35	2
2834445	2834446	0.2	308:79	5
2834469	2834470	0.5	320:67	2
2834475	2834476	0.5	320:67	2
2836208	2836209	0.1	367:20	10
2836223	2836224	0.034482758620689655	254:133	29
2836245	2836246	0.07692307692307693	289:98	13
2836267	2836268	0.2	349:38	5
2836280	2836281	0.5	381:6	2
2836293	2836294	0.2	349:38	5
2836296	2836297	0.3333333333333333	259:128	3
2836311	2836312	0.16666666666666666	271:116	6
2836329	2836330	0.5	270:117	2
2836330	2836331	0.3333333333333333	284:103	3
2836335	2836336	0.3333333333333333	271:116	3
2836350	2836351	0.3333333333333333	303:84	3
2836364	2836365	0.25	220:167	4
2836371	2836372	0.3333333333333333	231:156	3
2836385	2836386	0.3333333333333333	273:114	3
2836407	2836408	0.3333333333333333	170:217	3
2836416	2836417	0.14285714285714285	220:167	7
2836425	2836426	0.3333333333333333	273:114	3
2836437	2836438	0.3333333333333333	306:81	3
2836449	2836450	0.3333333333333333	306:81	3
2836455	2836456	0.25	274:113	4
2836467	2836468	0.25	274:113	4
2836497	2836498	0.5	349:38	2
2836500	2836501	0.3333333333333333	348:39	3
2836539	2836540	0.5	353:34	2
2836545	2836546	0.25	338:49	4
2836557	2836558	0.14285714285714285	293:94	7
2836566	2836567	0.16666666666666666	299:88	6
2836569	2836570	0.5	353:34	2
2836578	2836579	0.16666666666666666	261:126	6
2836593	2836594	0.2	292:95	5
2836602	2836603	0.25	295:92	4
2836608	2836609	0.2	292:95	5
2836614	2836615	0.25	345:42	4
2836623	2836624	0.25	345:42	4
2836629	2836630	0.5	352:35	2
2836632	2836633	0.25	308:79	4
2836644	2836645	0.5	270:117	2
2836656	2836657	0.3333333333333333	271:116	3
2836668	2836669	0.2	285:102	5
2836677	2836678	0.25	274:113	4
2836692	2836693	0.5	312:75	2
2836698	2836699	0.5	376:11	2
2836707	2836708	0.25	334:53	4
2836710	2836711	0.25	345:42	4
2836734	2836735	0.3333333333333333	360:27	3
2836767	2836768	0.125	239:148	8
2836806	2836807	0.14285714285714285	205:182	7
2836821	2836822	0.14285714285714285	205:182	7
2836827	2836828	0.3333333333333333	170:217	3
2836845	2836846	0.3333333333333333	360:27	3
2836869	2836870	0.25	315:72	4
2836902	2836903	0.25	342:45	4
2836968	2836969	0.3333333333333333	348:39	3
2836977	2836978	0.5	349:38	2
2837043	2837044	0.5	380:7	2
2837106	2837107	0.3333333333333333	271:116	3
2837160	2837161	0.5	380:7	2
2837445	2837446	0.25	274:113	4
2837454	2837455	0.25	274:113	4
2837460	2837461	0.25	274:113	4
2837473	2837474	0.25	381:6	4
2837477	2837478	0.25	274:113	4
2837486	2837487	0.3333333333333333	314:73	3
2837493	2837494	0.25	274:113	4
2837517	2837518	0.25	274:113	4
2837537	2837538	0.25	274:113	4
2837556	2837557	0.25	274:113	4
2837572	2837573	0.25	274:113	4
2837584	2837585	0.3333333333333333	271:116	3
2837605	2837606	0.25	274:113	4
2837639	2837640	0.2	275:112	5
2837650	2837651	0.14285714285714285	277:110	7
2837679	2837680	0.1111111111111111	322:65	9
2837681	2837682	0.5	380:7	2
2837687	2837688	0.1	314:73	10
2837701	2837702	0.16666666666666666	280:107	6
2837708	2837709	0.5	383:4	2
2837732	2837733	0.2	279:108	5
2837754	2837755	0.2	279:108	5
2837770	2837771	0.25	278:109	4
2837850	2837851	0.3333333333333333	273:114	3
2837919	2837920	0.2	273:114	5
2837940	2837941	0.2	273:114	5
2837976	2837977	0.5	312:75	2
2838003	2838004	0.2	278:109	5
2838033	2838034	0.25	274:113	4
2838141	2838142	0.25	174:213	4
2838504	2838505	0.5	380:7	2
2838618	2838619	0.3333333333333333	371:16	3
2838627	2838628	0.3333333333333333	371:16	3
2838654	2838655	0.5	382:5	2
2838663	2838664	0.5	382:5	2
2838675	2838676	0.5	382:5	2
2838690	2838691	0.5	350:37	2
2838708	2838709	0.16666666666666666	179:208	6
2838732	2838733	0.5	351:36	2
2838900	2838901	0.5	280:107	2
2838913	2838914	0.25	318:69	4
2838921	2838922	0.5	383:4	2
2838978	2838979	0.2	176:211	5
2838999	2839000	0.2	176:211	5
2839011	2839012	0.16666666666666666	178:209	6
2839020	2839021	0.16666666666666666	215:172	6
2839026	2839027	0.5	349:38	2
