n_events,operon_id,operon_label,operon_locus_tags,NCTC8325_chrom,BeginTU,EndTUshort,mutated_features,mutated_features_types,mutated_genes
1,TU-U1279,"hssR, hssS","SAOUHSC_02643, SAOUHSC_02644",NC_007795,2427942,2429998,SAOUHSC_02643,NCTC8325_operons,hssR
1,TU-U1281,"S1025, mqo1","new_2432630_2432777_-1, SAOUHSC_02647",NC_007795,2432777,2431162,SAOUHSC_02647,NCTC8325_operons,mqo
1,TU-U1282,"S1026, S1025, mqo1","new_2432779_2432892_-1, new_2432630_2432777_-1, SAOUHSC_02647",NC_007795,2432892,2431162,SAOUHSC_02647,NCTC8325_operons,mqo
1,TU-U1284,"NA, S1028","SAOUHSC_02649, new_2436599_2436704_1",NC_007795,2434879,2436662,SAOUHSC_02649,NCTC8325_operons,-
1,TU-U1285,"S1029, NA","new_2437381_2437546_-1, SAOUHSC_02650",NC_007795,2437546,2436755,SAOUHSC_02650,NCTC8325_operons,-
1,TU-U1286,"S1031, NA, S1030, S1029, NA","new_2438210_2438285_-1, SAOUHSC_02651, new_2437548_2437693_-1, new_2437381_2437546_-1, SAOUHSC_02650",NC_007795,2438288,2436755,SAOUHSC_02650,NCTC8325_operons,-
1,TU-U129,"NA, S101, tatC, S100","SAOUHSC_00329, new_342403_342463_-1, SAOUHSC_00328, new_341650_341745_-1",NC_007795,342712,341692,SAOUHSC_00328,NCTC8325_operons,tatC
1,TU-U1294,"S1036, S1035, NA, scrA","new_2446929_2448180_-1, new_2446372_2446927_-1, SAOUHSC_02662, SAOUHSC_02661",NC_007795,2448180,2445153,SAOUHSC_02661,NCTC8325_operons,scrA
1,TU-U130,"S103, NA, S102, NA, S101, tatC, S100","new_343178_343239_-1, SAOUHSC_00330, new_342714_342787_-1, SAOUHSC_00329, new_342403_342463_-1, SAOUHSC_00328, new_341650_341745_-1",NC_007795,343245,341692,SAOUHSC_00328,NCTC8325_operons,tatC
1,TU-U1304,"NA, nreB, S1044, nreC","SAOUHSC_02677, SAOUHSC_02676, new_2459501_2459573_-1, SAOUHSC_02675",NC_007795,2461490,2458889,SAOUHSC_02676,NCTC8325_operons,nreB
1,TU-U1305,"S1046, narG, S1045, narH, narJ, narI, NA, nreB, S1044, nreC","new_2467581_2467678_-1, SAOUHSC_02681, new_2463788_2463890_-1, SAOUHSC_02680, SAOUHSC_02679, SAOUHSC_02678, SAOUHSC_02677, SAOUHSC_02676, new_2459501_2459573_-1, SAOUHSC_02675",NC_007795,2467678,2458889,SAOUHSC_02676,NCTC8325_operons,nreB
1,TU-U131,"NA, NA, NA, NA","SAOUHSC_00331, SAOUHSC_00332, SAOUHSC_00333, SAOUHSC_00334",NC_007795,343392,345781,SAOUHSC_00334,NCTC8325_operons,-
1,TU-U1314,"NA, ycnB, S1049, NA, NA, NA","SAOUHSC_02701, SAOUHSC_02700, new_2482802_2482880_-1, SAOUHSC_02699, SAOUHSC_02698, SAOUHSC_02697",NC_007795,2484361,2480564,SAOUHSC_02700,NCTC8325_operons,mdeA
1,TU-U1316,"S1050, NA, ycnB, S1049, NA, NA, NA","new_2484394_2484491_-1, SAOUHSC_02701, SAOUHSC_02700, new_2482802_2482880_-1, SAOUHSC_02699, SAOUHSC_02698, SAOUHSC_02697",NC_007795,2484491,2480564,SAOUHSC_02700,NCTC8325_operons,mdeA
1,TU-U1320,"sbi, S1054","SAOUHSC_02706, new_2488694_2488781_1",NC_007795,2487328,2488767,SAOUHSC_02706,NCTC8325_operons,sbi
1,TU-U1326,NA,NA,NC_007795,-1,-1,U1326,promoter,
1,TU-U133,"S104, thl","new_347617_347865_1, SAOUHSC_00336",NC_007795,347618,349045,SAOUHSC_00336,NCTC8325_operons,-
1,TU-U1349,"NA, NA, S1068","SAOUHSC_02754, SAOUHSC_02753, new_2530805_2530923_-1",NC_007795,2532387,2530833,SAOUHSC_02754,NCTC8325_operons,-
1,TU-U1350,"NA",SAOUHSC_02755,NC_007795,2533723,2532601,U1350,promoter,
1,TU-U1351,"NA, NA, S1070, S1069, NA","SAOUHSC_02757, SAOUHSC_02756, new_2533960_2534033_-1, new_2533725_2533958_-1, SAOUHSC_02755",NC_007795,2534590,2532635,new_2533725_2533958_-1,NCTC8325_operons,
1,TU-U1358,"NA",SAOUHSC_02773,NC_007795,2550053,2551616,SAOUHSC_02773,NCTC8325_operons,-
1,TU-U1359,NA,NA,NC_007795,2551684,2551854,U1359,promoter,
1,TU-U1395,"S1103, ddh","new_2607940_2608102_1, SAOUHSC_02830",NC_007795,2607940,2609042,SAOUHSC_02830,NCTC8325_operons,ddh
1,TU-U1398,"NA, S1105","SAOUHSC_02836, new_2613258_2613474_1",NC_007795,2612732,2613428,SAOUHSC_02836,NCTC8325_operons,-
1,TU-U14,"S11, orfX, S12, NA, S13, NA, S14","new_33610_33690_1, SAOUHSC_00027, new_34171_34472_1, SAOUHSC_00029, new_34566_34711_1, SAOUHSC_00030, new_36458_36606_1",NC_007795,33609,36568,SAOUHSC_00027,NCTC8325_operons,orfX
1,TU-U1401,"S1107, S1106, NA, sdaAB, sdaAA","new_2616733_2617040_-1, new_2616636_2616731_-1, SAOUHSC_02841, SAOUHSC_02840, SAOUHSC_02839",NC_007795,2617046,2614031,new_2616733_2617040_-1,NCTC8325_operons,
1,TU-U1404,"NA, NA, S1110, NA","SAOUHSC_02846, SAOUHSC_02845, new_2619606_2619737_-1, SAOUHSC_02844",NC_007795,2620592,2618655,SAOUHSC_02844,NCTC8325_operons,-
1,TU-U1419,"NA, S1121","SAOUHSC_02861, new_2632790_2632903_-1",NC_007795,2633451,2632833,SAOUHSC_02861,NCTC8325_operons,-
1,TU-U1424,"S1123, NA","new_2641109_2641195_-1, SAOUHSC_02866",NC_007795,2641195,2638647,SAOUHSC_02866,NCTC8325_operons,farE
1,TU-U1430,"S1128, NA, NA","new_2650341_2650615_-1, SAOUHSC_02876, SAOUHSC_02875",NC_007795,2650615,2648184,SAOUHSC_02875,NCTC8325_operons,-
1,TU-U1432,"S1131, NA","new_2657237_2657369_-1, SAOUHSC_02883",NC_007795,2657369,2656497,U1432,promoter,
1,TU-U1433,"S1134, isaA, S1133, NA, S1132, oatA","new_2661386_2661506_-1, SAOUHSC_02887, new_2660409_2660625_-1, SAOUHSC_02886, new_2659409_2659919_-1, SAOUHSC_02885",NC_007795,2661506,2657619,SAOUHSC_02887,NCTC8325_operons,isaA
1,TU-U1440,"S1138, NA, NA","new_2668270_2668341_1, SAOUHSC_02899, SAOUHSC_02900",NC_007795,2668270,2670191,U1440,promoter,gbaB
1,TU-U1444,"S1143, pyrD, S1144, NA, S1145","new_2676413_2676480_1, SAOUHSC_02909, new_2677603_2677699_1, SAOUHSC_02910, new_2677976_2678065_1",NC_007795,2676404,2678028,new_2677976_2678065_1,NCTC8325_operons,
1,TU-U1445,"S1144, NA, S1145","new_2677603_2677699_1, SAOUHSC_02910, new_2677976_2678065_1",NC_007795,2677603,2678028,new_2677976_2678065_1,NCTC8325_operons,
1,TU-U1453,"S1148, ldh2, S1147, budA2","new_2687306_2687394_-1, SAOUHSC_02922, new_2686069_2686217_-1, SAOUHSC_02921",NC_007795,2687394,2685448,SAOUHSC_02922,NCTC8325_operons,ldh2
1,TU-U1454,"S1148, ldh2","new_2687306_2687394_-1, SAOUHSC_02922",NC_007795,2687673,2686400,SAOUHSC_02922,NCTC8325_operons,ldh2
1,TU-U1464,"S1154, NA","new_2696518_2696585_-1, SAOUHSC_02929",NC_007795,2696585,2694917,SAOUHSC_02929,NCTC8325_operons,-
1,TU-U1465,"NA, S1155, S1154, NA","SAOUHSC_02930, new_2696587_2696710_-1, new_2696518_2696585_-1, SAOUHSC_02929",NC_007795,2697223,2694934,SAOUHSC_02929,NCTC8325_operons,-
1,TU-U1466,"NA, NA","SAOUHSC_02931, SAOUHSC_02930",NC_007795,2697686,2696821,U1466,promoter,
1,TU-U1471,"S1159, cudT","new_2704944_2705049_-1, SAOUHSC_02937",NC_007795,2705048,2703366,SAOUHSC_02937,NCTC8325_operons,cudT
1,TU-U1472,"nrdD, nrdG","SAOUHSC_02942, SAOUHSC_02941",NC_007795,2707908,2705491,SAOUHSC_02941,NCTC8325_operons,nrdG
1,TU-U1473,"S1161, cysJ, NA, S1160, NA","new_2712522_2712784_-1, SAOUHSC_02947, SAOUHSC_02945, new_2709898_2709972_-1, SAOUHSC_02944",NC_007795,2712782,2709792,SAOUHSC_02945,NCTC8325_operons,-
1,TU-U1474,"S1162, NA, NA","new_2713684_2714013_-1, SAOUHSC_A02794, SAOUHSC_02949",NC_007795,2714013,2713056,new_2713684_2714013_-1,NCTC8325_operons,
1,TU-U1482,clfB,SAOUHSC_02963,NC_007795,2725648,2722984,SAOUHSC_02963,NCTC8325_operons,clfB
1,TU-U1484,NA,NA,NC_007795,2731552,2731467,U1484,promoter,
1,TU-U1486,aur,SAOUHSC_02971,NC_007795,2734255,2733660,SAOUHSC_02971,NCTC8325_operons,aur
1,TU-U1492,"S1167, NA","new_2744141_2744268_1, SAOUHSC_02979",NC_007795,2744135,2746147,SAOUHSC_02979,NCTC8325_operons,-
1,TU-U1494,"NA, NA, S1170, NA, S1169, NA, S1168","SAOUHSC_02984, SAOUHSC_02983, new_2749031_2749271_-1, SAOUHSC_02982, new_2746956_2747096_-1, SAOUHSC_02980, new_2746249_2746394_-1",NC_007795,2754037,2746274,SAOUHSC_02982,NCTC8325_operons,sasF
1,TU-U1499,"NA, S1172, NA","SAOUHSC_02995, new_2767982_2769561_-1, SAOUHSC_02991",NC_007795,2770210,2767303,new_2767982_2769561_-1,NCTC8325_operons,
1,TU-U1502,"S1176, lip, S1175","new_2781079_2781294_-1, SAOUHSC_03006, new_2778633_2779035_-1",NC_007795,2781299,2778676,SAOUHSC_03006,NCTC8325_operons,gehA
1,TU-U1504,"S1179, hisZ","new_2789098_2789199_-1, SAOUHSC_03015",NC_007795,2789199,2788774,"U1504,new_2789098_2789199_-1","NCTC8325_operons,promoter",
1,TU-U1512,"NA",SAOUHSC_03028,NC_007795,2800562,2801057,SAOUHSC_03028,NCTC8325_operons,bstA
1,TU-U1517,"NA",SAOUHSC_03034,NC_007795,2806221,2807058,SAOUHSC_03034,NCTC8325_operons,-
1,TU-U152,nfrA,SAOUHSC_00366,NC_007795,372284,373083,SAOUHSC_00366,NCTC8325_operons,nfrA
1,TU-U1522,"NA, S1188, NA, S1187, NA","SAOUHSC_03048, new_2814599_2814665_-1, SAOUHSC_03047, new_2813944_2814202_-1, SAOUHSC_03046",NC_007795,2815078,2813356,SAOUHSC_03047,NCTC8325_operons,-
1,TU-U1523,NA,NA,NC_007795,2821015,2821066,U1523,promoter,
1,TU-U154,"S116, tcyP","new_374611_375299_-1, SAOUHSC_00367",NC_007795,375299,373159,new_374611_375299_-1,NCTC8325_operons,
1,TU-U155,S116,new_374611_375299_-1,NC_007795,375344,374723,new_374611_375299_-1,NCTC8325_operons,
1,TU-U159,"S120, xpt, pbuX, guaB, guaA","new_377988_378328_1, SAOUHSC_00372, SAOUHSC_00373, SAOUHSC_00374, SAOUHSC_00375",NC_007795,377988,383232,SAOUHSC_00373,NCTC8325_operons,pbuX
1,TU-U160,"S122, NA","new_383895_384260_-1, SAOUHSC_00376",NC_007795,384260,383308,SAOUHSC_00376,NCTC8325_operons,-
1,TU-U165,"S124, set15, NA","new_402428_402507_1, SAOUHSC_00399, SAOUHSC_00400",NC_007795,402428,404703,SAOUHSC_00399,NCTC8325_operons,ssl11
1,TU-U167,"S125, NA, NA, NA, NA","new_407190_407344_1, SAOUHSC_00405, SAOUHSC_00406, SAOUHSC_00407, SAOUHSC_00408",NC_007795,407190,410058,SAOUHSC_00406,NCTC8325_operons,-
1,TU-U174,"S131, ndhF, NA, S132, NA, S133, NA, NA","new_413220_413511_1, SAOUHSC_00412, SAOUHSC_00413, new_417715_417875_1, SAOUHSC_00414, new_418267_418920_1, SAOUHSC_00416, SAOUHSC_00417",NC_007795,413217,420360,SAOUHSC_00413,NCTC8325_operons,mpsB
1,TU-U183,"NA, NA","SAOUHSC_00433, SAOUHSC_00431",NC_007795,432183,430262,SAOUHSC_00431,NCTC8325_operons,-
1,TU-U185,"gltB, gltD, S141","SAOUHSC_00435, SAOUHSC_00436, new_439313_439580_1",NC_007795,433278,439672,SAOUHSC_00435,NCTC8325_operons,gltB
1,TU-U187,treR,SAOUHSC_00439,NC_007795,443055,443650,SAOUHSC_00439,NCTC8325_operons,treR
1,TU-U188,"S142, NA, S143, NA, S144, dnaX, NA, recR, S145, NA","new_444078_444397_1, SAOUHSC_00440, new_444585_444666_1, SAOUHSC_00441, new_445192_445283_1, SAOUHSC_00442, SAOUHSC_00444, SAOUHSC_00445, new_448024_448171_1, SAOUHSC_00446",NC_007795,444078,448461,SAOUHSC_00444,NCTC8325_operons,-
1,TU-U189,"S143, NA, S144, dnaX, NA, recR","new_444585_444666_1, SAOUHSC_00441, new_445192_445283_1, SAOUHSC_00442, SAOUHSC_00444, SAOUHSC_00445",NC_007795,444585,447968,SAOUHSC_00444,NCTC8325_operons,-
1,TU-U190,"NA, recR, S145, NA","SAOUHSC_00444, SAOUHSC_00445, new_448024_448171_1, SAOUHSC_00446",NC_007795,446990,448478,SAOUHSC_00444,NCTC8325_operons,-
1,TU-U194,"NA, S148, holB, NA, NA, S149, NA","SAOUHSC_00452, new_457044_457343_1, SAOUHSC_00454, SAOUHSC_00455, SAOUHSC_00456, new_459352_459624_1, SAOUHSC_00457",NC_007795,456587,459885,new_459352_459624_1,NCTC8325_operons,
1,TU-U195,"NA, S148, holB, NA, NA, S149, NA, NA, rsmI, S150, metS, NA, S151, rnmV, ksgA, S152","SAOUHSC_00452, new_457044_457343_1, SAOUHSC_00454, SAOUHSC_00455, SAOUHSC_00456, new_459352_459624_1, SAOUHSC_00457, SAOUHSC_00458, SAOUHSC_00459, new_461433_461716_1, SAOUHSC_00461, SAOUHSC_00462, new_464505_464660_1, SAOUHSC_00463, SAOUHSC_00464, new_466102_466173_1",NC_007795,456682,466175,"SAOUHSC_00458,new_459352_459624_1",NCTC8325_operons,-
1,TU-U199,"yabJ, S154, spoVG, S155, NA","SAOUHSC_00468, new_468858_468928_1, SAOUHSC_00469, new_469303_469420_1, SAOUHSC_00470",NC_007795,468314,469541,SAOUHSC_00469,NCTC8325_operons,spoVG
1,TU-U20,"NA, NA","SAOUHSC_00040, SAOUHSC_00041",NC_007795,43873,44371,SAOUHSC_00040,NCTC8325_operons,
1,TU-U202,"NA, S159, tilS","SAOUHSC_00483, new_481117_481229_1, SAOUHSC_00484",NC_007795,480670,482223,SAOUHSC_00484,NCTC8325_operons,tilS
1,TU-U203,"hpt, S160, S161, ftsH, S162, hslO, S163, cysK","SAOUHSC_00485, new_483136_483224_1, new_483226_483391_1, SAOUHSC_00486, new_485515_485713_1, SAOUHSC_00487, new_486645_486773_1, SAOUHSC_00488",NC_007795,482229,487663,U203,promoter,tilS
1,TU-U208,"folP, folB, folK, S164, NA, lysS, S165, S166, S167","SAOUHSC_00489, SAOUHSC_00490, SAOUHSC_00491, new_489542_489934_1, SAOUHSC_00492, SAOUHSC_00493, new_491610_491883_1, new_491885_491996_1, new_491998_492098_1",NC_007795,487833,492083,SAOUHSC_00490,NCTC8325_operons,folB
1,TU-U215,nupC,SAOUHSC_00501,NC_007795,503054,501798,SAOUHSC_00501,NCTC8325_operons,nupC
1,TU-U218,"S171, S172, radA, NA, S173, S174, gltX, S175, S176, cysE, cysS, NA, NA, NA, S177, sigH, S178, S179, secE, nusG, S180, rplK, S181, rplA, S182","new_507910_508021_1, new_508023_508196_1, SAOUHSC_00507, SAOUHSC_00508, new_510630_511036_1, new_511038_511185_1, SAOUHSC_00509, new_512705_512985_1, new_512987_513062_1, SAOUHSC_00510, SAOUHSC_00511, SAOUHSC_00512, SAOUHSC_00513, SAOUHSC_00514, new_516770_516849_1, SAOUHSC_00515, new_517420_517494_1, new_517496_517696_1, SAOUHSC_00516, SAOUHSC_00517, new_518477_518656_1, SAOUHSC_00518, new_519080_519286_1, SAOUHSC_00519, new_519980_520054_1",NC_007795,507910,520031,"new_508023_508196_1,new_510630_511036_1",NCTC8325_operons,
1,TU-U219,"S172, radA, NA, S173, S174, gltX","new_508023_508196_1, SAOUHSC_00507, SAOUHSC_00508, new_510630_511036_1, new_511038_511185_1, SAOUHSC_00509",NC_007795,508023,512687,"new_508023_508196_1,new_510630_511036_1",NCTC8325_operons,
1,TU-U228,NA,NA,NC_007795,-1,-1,U228,promoter,
1,TU-U230,"NA",SAOUHSC_00531,NC_007795,536010,534761,SAOUHSC_00531,NCTC8325_operons,-
1,TU-U233,NA,NA,NC_007795,-1,-1,U233,promoter,
1,TU-U240,sdrC,SAOUHSC_00544,NC_007795,547674,549968,SAOUHSC_00544,NCTC8325_operons,sdrC
1,TU-U241,"S197, sdrD","new_551039_551104_1, SAOUHSC_00545",NC_007795,551033,555153,SAOUHSC_00545,NCTC8325_operons,sdrD
1,TU-U242,"NA",SAOUHSC_00547,NC_007795,555226,556734,SAOUHSC_00547,NCTC8325_operons,-
1,TU-U244,"NA, NA, folE2","SAOUHSC_00551, SAOUHSC_00550, SAOUHSC_00549",NC_007795,560620,558646,SAOUHSC_00550,NCTC8325_operons,bshB2
1,TU-U25,"NA, norC, S24","SAOUHSC_00057, SAOUHSC_00058, new_63773_63930_1",NC_007795,61153,63887,SAOUHSC_00058,NCTC8325_operons,norC
1,TU-U263,"eutD, S212, NA","SAOUHSC_00574, new_578060_578133_1, SAOUHSC_00575",NC_007795,577026,578885,SAOUHSC_00575,NCTC8325_operons,lipL
1,TU-U264,"S213, S214, mvaK1, mvaD, mvaK2, S215, NA","new_578936_579087_1, new_579089_579484_1, SAOUHSC_00577, SAOUHSC_00578, SAOUHSC_00579, new_582581_582658_1, SAOUHSC_00580",NC_007795,578936,582965,SAOUHSC_00578,NCTC8325_operons,mvaD
1,TU-U265,"S214, mvaK1, mvaD, mvaK2, S215, NA","new_579089_579484_1, SAOUHSC_00577, SAOUHSC_00578, SAOUHSC_00579, new_582581_582658_1, SAOUHSC_00580",NC_007795,579089,582982,SAOUHSC_00578,NCTC8325_operons,mvaD
1,TU-U268,"NA, NA","SAOUHSC_00582, SAOUHSC_00581",NC_007795,584844,584129,U268,promoter,
1,TU-U269,"S216, NA, S217, NA, S218, NA, S219, NA, NA, NA, NA, NA, NA","new_585246_585425_1, SAOUHSC_00584, new_586836_586907_1, SAOUHSC_00585, new_587466_587590_1, SAOUHSC_00586, new_588233_588391_1, SAOUHSC_00587, SAOUHSC_00588, SAOUHSC_00589, SAOUHSC_00591, SAOUHSC_00592, SAOUHSC_00593",NC_007795,585246,591550,new_588233_588391_1,NCTC8325_operons,
1,TU-U273,"S223, NA","new_604728_605089_1, SAOUHSC_00613",NC_007795,604728,605898,new_604728_605089_1,NCTC8325_operons,
1,TU-U274,"NA, NA, NA","SAOUHSC_00614, SAOUHSC_00615, SAOUHSC_00616",NC_007795,606017,608652,SAOUHSC_00614,NCTC8325_operons,-
1,TU-U276,"NA, S224, NA","SAOUHSC_00617, new_609298_609376_1, SAOUHSC_00618",NC_007795,608595,610063,SAOUHSC_00618,NCTC8325_operons,-
1,TU-U277,"NA, S224, NA","SAOUHSC_00617, new_609298_609376_1, SAOUHSC_00618",NC_007795,608662,610063,SAOUHSC_00618,NCTC8325_operons,-
1,TU-U278,"S224, NA","new_609298_609376_1, SAOUHSC_00618",NC_007795,609298,610080,SAOUHSC_00618,NCTC8325_operons,-
1,TU-U285,"S232, NA","new_620943_621142_1, SAOUHSC_00633",NC_007795,620942,623153,SAOUHSC_00633,NCTC8325_operons,-
1,TU-U3,"S3, nnrD","new_10457_10702_-1, SAOUHSC_00007",NC_007795,10701,9733,SAOUHSC_00007,NCTC8325_operons,nnrD
1,TU-U304,"NA, S245, NA, S246, NA, S247, S248, NA","SAOUHSC_00659, new_646848_647302_1, SAOUHSC_00660, new_648432_648520_1, SAOUHSC_00661, new_649565_649805_1, new_649807_649892_1, SAOUHSC_00662",NC_007795,646294,650302,SAOUHSC_00661,NCTC8325_operons,-
1,TU-U305,"S246, NA, S247, S248, NA","new_648432_648520_1, SAOUHSC_00661, new_649565_649805_1, new_649807_649892_1, SAOUHSC_00662",NC_007795,648432,650302,SAOUHSC_00661,NCTC8325_operons,-
1,TU-U307,"S250, S251, graX, graR, graS","new_650523_651082_1, new_651084_651148_1, SAOUHSC_00664, SAOUHSC_00665, SAOUHSC_00666",NC_007795,650522,653702,new_650523_651082_1,NCTC8325_operons,-
1,TU-U309,"NA, S249","SAOUHSC_00663, new_650371_650529_-1",NC_007795,651089,650395,SAOUHSC_00663,NCTC8325_operons,-
1,TU-U31,spa,SAOUHSC_00069,NC_007795,75017,73347,SAOUHSC_00069,NCTC8325_operons,
1,TU-U311,"S253, NA, NA","new_656830_657303_1, SAOUHSC_00669, SAOUHSC_00670",NC_007795,656829,658938,SAOUHSC_00670,NCTC8325_operons,pitA
1,TU-U328,"S266, mgrA, S264","new_679775_680094_-1, SAOUHSC_00694, new_679227_679330_-1",NC_007795,680095,679261,"SAOUHSC_00694,new_679775_680094_-1",NCTC8325_operons,mgrA
1,TU-U334,"nagA, S274, S275, NA","SAOUHSC_00710, new_695377_695452_1, new_695454_695596_1, SAOUHSC_00711",NC_007795,694146,696933,SAOUHSC_00710,NCTC8325_operons,nagA
1,TU-U337,"saeR, saeS","SAOUHSC_00715, SAOUHSC_00714",NC_007795,701089,699185,SAOUHSC_00714,NCTC8325_operons,saeS
1,TU-U34,"S31, sirA, sirB, S30, sirC","new_79520_79577_-1, SAOUHSC_00074, SAOUHSC_00072, new_77436_77515_-1, SAOUHSC_00071",NC_007795,79577,76509,SAOUHSC_00074,NCTC8325_operons,sirA
1,TU-U344,"NA, recQ","SAOUHSC_00729, SAOUHSC_00730",NC_007795,712311,716024,SAOUHSC_00730,NCTC8325_operons,recQ1
1,TU-U356,"sstA, sstB, NA, S294, NA","SAOUHSC_00746, SAOUHSC_00747, SAOUHSC_00748, new_733717_733834_1, SAOUHSC_00749",NC_007795,730985,734860,SAOUHSC_00749,NCTC8325_operons,sstD
1,TU-U358,"S296, NA, S297, NA, S298, S299, NA, S300","new_736526_737170_1, SAOUHSC_00754, new_738079_738231_1, SAOUHSC_00755, new_738583_738717_1, new_738719_738976_1, SAOUHSC_00756, new_740102_740222_1",NC_007795,736525,740181,new_738079_738231_1,NCTC8325_operons,
1,TU-U360,"NA, S297, NA, S298","SAOUHSC_00754, new_738079_738231_1, SAOUHSC_00755, new_738583_738717_1",NC_007795,737172,738719,new_738079_738231_1,NCTC8325_operons,
1,TU-U361,"S297, NA, S298","new_738079_738231_1, SAOUHSC_00755, new_738583_738717_1",NC_007795,737688,738702,new_738079_738231_1,NCTC8325_operons,
1,TU-U364,"NA",SAOUHSC_00760,NC_007795,744107,743011,SAOUHSC_00760,NCTC8325_operons,
1,TU-U366,"NA",SAOUHSC_00763,NC_007795,746293,745629,SAOUHSC_00763,NCTC8325_operons,-
1,TU-U37,butA,SAOUHSC_00086,NC_007795,92409,93229,SAOUHSC_00086,NCTC8325_operons,
1,TU-U373,"NA, NA, S305","SAOUHSC_00774, SAOUHSC_00775, new_756202_756324_1",NC_007795,755278,756297,SAOUHSC_00774,NCTC8325_operons,-
1,TU-U375,"uvrB2, uvrA","SAOUHSC_00779, SAOUHSC_00780",NC_007795,758668,762502,SAOUHSC_00780,NCTC8325_operons,uvrA
1,TU-U380,"NA, S311, whiA, S312, S313, clpP","SAOUHSC_00788, new_770787_770895_1, SAOUHSC_00789, new_771863_772275_1, new_772277_772377_1, SAOUHSC_00790",NC_007795,769624,772974,SAOUHSC_00788,NCTC8325_operons,-
1,TU-U391,"S327, NA, secG, S328, est, rnr, smpB","new_783585_783700_1, SAOUHSC_00800, SAOUHSC_00801, new_784460_784574_1, SAOUHSC_00802, SAOUHSC_00803, SAOUHSC_00804",NC_007795,783585,787917,SAOUHSC_00803,NCTC8325_operons,rnr
1,TU-U392,"secG, S328, est, rnr, smpB, S329","SAOUHSC_00801, new_784460_784574_1, SAOUHSC_00802, SAOUHSC_00803, SAOUHSC_00804, new_788284_788675_1",NC_007795,784186,788631,SAOUHSC_00803,NCTC8325_operons,rnr
1,TU-U4,hutH,SAOUHSC_00008,NC_007795,10846,12445,SAOUHSC_00008,NCTC8325_operons,hutH
1,TU-U403,nuc,SAOUHSC_00818,NC_007795,799997,800718,SAOUHSC_00818,NCTC8325_operons,nuc
1,TU-U406,"S340, NA, NA, NA, S339","new_802995_803088_-1, SAOUHSC_00822, SAOUHSC_00821, SAOUHSC_00820, new_801557_801772_-1",NC_007795,803088,801593,SAOUHSC_00822,NCTC8325_operons,-
1,TU-U407,"NA, NA","SAOUHSC_00824, SAOUHSC_00823",NC_007795,803703,803191,SAOUHSC_00823,NCTC8325_operons,
1,TU-U410,"NA, S342, S341, NA, NA","SAOUHSC_00826, new_803915_804199_-1, new_803705_803913_-1, SAOUHSC_00824, SAOUHSC_00823",NC_007795,804478,803191,SAOUHSC_00823,NCTC8325_operons,
1,TU-U416,"aroD, NA","SAOUHSC_00832, SAOUHSC_00833",NC_007795,807506,808878,SAOUHSC_00833,NCTC8325_operons,-
1,TU-U417,"NA",SAOUHSC_00833,NC_007795,808307,808878,SAOUHSC_00833,NCTC8325_operons,-
1,TU-U418,"NA",SAOUHSC_00834,NC_007795,809407,809022,SAOUHSC_00834,NCTC8325_operons,-
1,TU-U419,"NA, S346, gcvH, NA, truncated-SA, S347, S348, NA, NA","SAOUHSC_00835, new_809859_810015_1, SAOUHSC_00836, SAOUHSC_00837, SAOUHSC_00838, new_811454_811871_1, new_811986_812153_1, SAOUHSC_00840, SAOUHSC_00841",NC_007795,809457,812890,SAOUHSC_00840,NCTC8325_operons,-
1,TU-U420,"NA, NA, S349, NA, NA, NA, S350","SAOUHSC_00840, SAOUHSC_00841, new_812901_813069_1, SAOUHSC_00842, SAOUHSC_00843, SAOUHSC_00844, new_815706_815973_1",NC_007795,812155,815950,SAOUHSC_00840,NCTC8325_operons,-
1,TU-U438,"S363, ndh2","new_841613_841799_1, SAOUHSC_00878",NC_007795,841613,843031,SAOUHSC_00878,NCTC8325_operons,ndh2
1,TU-U444,"kapB, S364","SAOUHSC_00890, new_853992_854087_-1",NC_007795,854514,854004,new_853992_854087_-1,NCTC8325_operons,
1,TU-U447,"NA",SAOUHSC_00893,NC_007795,856253,856376,SAOUHSC_00893,NCTC8325_operons,-
1,TU-U452,"pgi, S370","SAOUHSC_00900, new_866192_866286_1",NC_007795,864814,866253,SAOUHSC_00900,NCTC8325_operons,pgi
1,TU-U453,"S371, NA, spsA, S372, spsB","new_866406_866515_1, SAOUHSC_00901, SAOUHSC_00902, new_867621_867743_1, SAOUHSC_00903",NC_007795,866404,868208,SAOUHSC_00902,NCTC8325_operons,spsA
1,TU-U460,"S379, clpB, S380","new_882541_882635_1, SAOUHSC_00912, new_885279_885510_1",NC_007795,882541,885463,SAOUHSC_00912,NCTC8325_operons,clpB
1,TU-U462,"NA",SAOUHSC_00918,NC_007795,889923,890427,U462,promoter,
1,TU-U470,"S383, S384, spxA, S385, S386, S387, mecA2","new_906611_906734_1, new_906736_906831_1, SAOUHSC_00934, new_907294_907399_1, new_907401_907493_1, new_907495_907597_1, SAOUHSC_00935",NC_007795,906604,908328,SAOUHSC_00935,NCTC8325_operons,trfA
1,TU-U472,"S384, spxA, S385, S386, S387, mecA2","new_906736_906831_1, SAOUHSC_00934, new_907294_907399_1, new_907401_907493_1, new_907495_907597_1, SAOUHSC_00935",NC_007795,906736,908311,SAOUHSC_00935,NCTC8325_operons,trfA
