			Database Name	ODA											
THP1 casp-4/5 -/-	agrA	1	4	8	1	9	38	652	983	[624,950,687,1013]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	9	39	937	325	[900,315,971,335]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	9	40	478	340	[459,322,495,357]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	9	41	137	473	[117,452,155,492]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	9	42	467	691	[448,664,516,747]	26	0.328156	1	26	1027.04
THP1 casp-4/5 -/-	agrA	1	4	8	1	9	43	941	713	[925,700,958,728]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	9	44	336	728	[315,706,364,750]	56	0.38197	2	56	896.143
THP1 casp-4/5 -/-	agrA	1	4	8	1	9	45	893	927	[857,911,909,960]	76	0.299112	2	76	1063.11
THP1 casp-4/5 -/-	agrA	1	4	8	1	9	46	294	938	[263,912,319,975]	158	0.29895	3	158	879.057
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	1	792	963	[744,952,799,985]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	2	1172	14	[1153,1,1191,43]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	3	704	80	[676,67,719,100]	37	0.288879	1	37	1024.19
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	4	421	97	[402,76,440,116]	67	0.323752	3	67	901.313
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	5	573	106	[549,82,597,136]	22	0.396439	1	22	823.955
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	6	1229	134	[1215,119,1243,152]	29	0.370691	1	29	925.069
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	7	597	162	[584,149,624,183]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	8	607	267	[586,225,642,289]	29	0.387165	1	29	933.931
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	9	960	261	[932,228,989,290]	68	0.334238	3	68	932.632
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	10	115	264	[98,249,134,279]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	11	451	289	[427,272,465,306]	57	0.360805	2	57	711.211
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	12	853	298	[839,286,866,312]	57	0.335835	1	57	1401.86
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	13	985	308	[970,288,997,333]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	14	1168	319	[1154,305,1182,339]	38	0.311634	1	38	831.605
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	15	974	375	[955,358,990,399]	23	0.395373	1	23	968.957
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	16	1210	405	[1193,379,1224,437]	24	0.429766	1	24	797.333
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	17	104	417	[91,403,118,434]	29	0.318078	1	29	846.759
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	18	564	433	[531,404,593,464]	37	0.343218	1	37	723.216
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	19	29	451	[1,431,51,472]	27	0.352762	1	27	936.926
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	20	463	448	[441,437,476,475]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	21	1009	525	[972,490,1049,555]	30	0.377001	1	30	864.867
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	22	1152	513	[1116,493,1171,558]	126	0.29557	2	126	1294.37
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	23	1183	532	[1169,518,1203,573]	46	0.297238	2	46	875.913
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	24	488	558	[472,539,517,574]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	25	1050	590	[1036,575,1063,612]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	26	41	665	[23,640,61,690]	30	0.380777	1	30	1023.07
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	27	1234	946	[1216,928,1254,965]	23	0.346299	1	23	893.826
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	28	1265	972	[1248,956,1282,989]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	29	486	231	[473,220,502,246]	45	0.288973	1	45	742.867
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	30	518	411	[501,395,537,429]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	31	1284	561	[1263,535,1305,586]	51	0.345137	2	51	956.373
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	32	986	816	[972,771,1002,861]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	33	952	808	[936,793,969,830]	22	0.327867	1	22	1187.59
THP1 casp-4/5 -/-	agrA	1	4	8	1	10	34	1231	912	[1216,896,1248,930]	30	0.280232	1	30	920.333
THP1 casp-4/5 -/-	agrA	1	4	8	1	11	1	696	88	[680,70,713,114]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	11	2	391	472	[375,457,413,489]	67	0.328584	1	67	2041.31
THP1 casp-4/5 -/-	agrA	1	4	8	1	11	3	1015	667	[990,642,1040,692]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	11	4	969	665	[958,648,981,689]	46	0.348871	1	46	1204.2
THP1 casp-4/5 -/-	agrA	1	4	8	1	11	5	1213	736	[1195,719,1231,753]	55	0.330454	2	55	1242.13
THP1 casp-4/5 -/-	agrA	1	4	8	1	11	6	1296	817	[1280,803,1316,835]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	11	7	65	881	[49,866,87,896]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	11	8	552	977	[526,948,580,993]	73	0.360331	3	73	967.658
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	1	17	145	[1,126,31,158]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	2	501	25	[481,1,523,52]	29	0.37541	1	29	946.207
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	3	1041	12	[1025,1,1066,28]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	4	1200	78	[1160,33,1222,104]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	5	1132	71	[1119,47,1144,88]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	6	386	106	[352,87,416,129]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	7	47	170	[12,99,80,200]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	8	1326	148	[1312,133,1342,169]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	9	581	169	[568,156,596,183]	71	0.2888	2	71	882.07
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	10	1111	180	[1074,166,1129,210]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	11	549	200	[534,185,563,218]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	12	930	208	[904,192,954,225]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	13	811	240	[787,221,834,262]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	14	357	258	[308,224,397,302]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	15	514	321	[498,292,532,388]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	16	849	346	[796,333,872,364]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	17	765	357	[747,338,783,378]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	18	484	372	[441,352,516,387]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	19	1130	383	[1112,372,1147,395]	45	0.33633	1	45	941.044
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	20	1180	401	[1165,382,1199,417]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	21	1248	414	[1229,397,1264,431]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	22	723	446	[677,398,764,479]	25	0.361148	1	25	791.92
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	23	106	437	[91,422,121,455]	35	0.339582	1	35	1375.66
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	24	820	445	[802,426,840,466]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	25	998	455	[985,439,1015,472]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	26	1341	481	[1331,469,1350,498]	80	0.354932	1	80	880.737
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	27	853	493	[838,476,868,518]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	28	414	516	[396,497,431,532]	70	0.290271	1	70	928.3
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	29	1346	536	[1315,521,1358,552]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	30	124	617	[114,608,141,704]	168	0.375253	3	168	1075.87
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	31	1258	641	[1242,624,1274,660]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	32	1146	642	[1132,627,1162,656]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	33	85	680	[64,655,108,714]	56	0.291893	2	56	805.214
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	34	1158	720	[1140,701,1178,739]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	35	857	739	[838,719,875,758]	44	0.290735	1	44	1067.95
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	36	26	766	[9,749,40,792]	75	0.356027	3	75	971.253
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	37	1343	774	[1330,755,1358,790]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	38	504	808	[487,791,520,825]	100	0.378034	3	100	897.98
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	39	699	843	[675,827,734,891]	81	0.37542	3	81	1067.15
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	40	1282	843	[1228,828,1306,859]	39	0.414296	1	39	1103.62
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	41	1175	866	[1159,850,1228,883]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	42	254	41	[197,11,305,72]	27	0.389708	1	27	835.926
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	43	927	150	[900,113,958,179]	40	0.354268	1	40	729.3
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	44	826	623	[813,610,850,636]	25	0.302769	1	25	1278.64
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	45	1295	790	[1268,769,1320,826]	47	0.397919	2	47	816.17
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	46	1101	864	[1081,838,1118,922]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	12	47	1319	969	[1290,954,1337,987]	22	0.352789	1	22	883.864
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	1	1247	36	[1228,12,1268,60]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	2	1215	48	[1199,29,1231,70]	25	0.39217	1	25	1210.84
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	3	518	103	[507,91,533,115]	77	0.36797	1	77	1264.86
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	4	241	169	[223,142,262,188]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	5	954	227	[938,213,969,242]	24	0.347239	1	24	974.458
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	6	163	231	[152,217,174,243]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	7	465	282	[449,266,483,302]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	8	1038	300	[1027,289,1054,312]	78	0.294467	1	78	1062.76
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	9	303	417	[293,395,313,430]	53	0.311918	1	53	1606.28
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	10	885	496	[864,476,903,520]	22	0.304235	1	22	913.364
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	11	311	597	[295,578,325,612]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	12	485	797	[469,782,501,815]	23	0.302809	1	23	976.957
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	13	608	850	[582,826,640,900]	57	0.297918	2	57	761.175
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	14	1204	881	[1186,861,1223,902]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	15	12	889	[1,863,23,906]	27	0.343524	1	27	874.852
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	16	71	991	[35,972,87,1008]	80	0.284871	2	80	1302.86
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	17	216	1006	[167,991,231,1022]	23	0.386624	1	23	1298.83
THP1 casp-4/5 -/-	agrA	1	4	8	1	13	18	331	269	[317,250,345,296]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	1	608	11	[598,1,643,22]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	2	759	11	[749,1,777,22]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	3	409	31	[390,14,431,51]	24	0.3579	1	24	977.958
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	4	439	137	[422,122,457,153]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	5	22	201	[1,182,59,241]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	6	49	266	[29,247,64,285]	29	0.360391	1	29	1007.59
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	7	664	286	[649,272,683,302]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	8	1008	320	[991,292,1026,340]	25	0.293199	1	25	855.2
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	9	47	365	[23,329,66,386]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	10	1123	349	[1099,328,1145,373]	29	0.414203	1	29	1185.41
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	11	742	435	[723,416,763,455]	56	0.346026	1	56	1064.41
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	12	136	454	[112,443,148,502]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	13	936	518	[919,467,965,542]	48	0.356077	2	48	833.667
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	14	965	594	[943,575,985,613]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	15	547	618	[526,594,563,655]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	16	697	614	[681,599,714,633]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	17	923	616	[907,598,942,639]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	18	1010	616	[997,603,1022,630]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	19	830	674	[802,663,842,709]	57	0.31045	2	57	1136.11
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	20	718	844	[706,830,731,859]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	21	63	878	[47,863,82,904]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	22	163	922	[154,908,174,954]	125	0.37392	2	125	961.448
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	23	597	945	[576,921,613,971]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	24	1340	944	[1326,929,1358,958]	34	0.326254	1	34	989.176
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	25	1018	945	[1002,931,1034,962]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	26	1242	54	[1170,7,1267,95]	69	0.327782	1	69	823.145
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	27	934	272	[909,255,952,346]	58	0.385838	2	58	1085.45
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	28	29	647	[1,618,60,681]	25	0.287424	1	25	806.28
THP1 casp-4/5 -/-	agrA	2	4	9	1	1	29	852	995	[836,980,867,1022]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	2	1	615	460	[598,445,628,473]	35	0.322462	1	35	955.829
THP1 casp-4/5 -/-	agrA	2	4	9	1	2	2	341	542	[322,523,363,565]	36	0.364913	1	36	1257.28
THP1 casp-4/5 -/-	agrA	2	4	9	1	2	3	1232	670	[1215,653,1248,689]	37	0.356677	1	37	1403.68
THP1 casp-4/5 -/-	agrA	2	4	9	1	2	4	20	809	[1,781,39,836]	115	0.342931	3	115	1208.92
THP1 casp-4/5 -/-	agrA	2	4	9	1	2	5	1170	836	[1152,819,1191,855]	39	0.290469	1	39	946.103
THP1 casp-4/5 -/-	agrA	2	4	9	1	2	6	609	889	[551,841,647,942]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	2	7	1072	890	[1053,867,1095,935]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	2	8	355	951	[330,913,366,976]	43	0.326981	1	43	1018.91
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	1	7	422	[1,408,42,462]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	2	1154	606	[1140,588,1169,633]	60	0.363002	2	60	1000.35
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	3	380	628	[366,612,429,647]	141	0.332699	2	141	1077.43
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	4	870	624	[860,615,887,674]	70	0.320256	1	70	1007.97
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	5	392	732	[377,716,408,753]	41	0.309061	1	41	1011.41
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	6	998	752	[985,737,1013,768]	28	0.36245	1	28	1196.75
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	7	23	771	[1,756,62,817]	84	0.371596	2	84	843.869
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	8	1348	950	[1333,938,1358,969]	36	0.300202	1	36	898.528
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	9	126	978	[109,961,153,1003]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	10	904	1009	[866,988,930,1022]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	11	10	382	[1,368,31,408]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	12	502	674	[486,660,526,689]	74	0.3566	3	74	957.311
THP1 casp-4/5 -/-	agrA	2	4	9	1	3	13	168	973	[146,956,184,994]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	4	1	622	52	[605,39,643,66]	60	0.342057	1	60	1039.5
THP1 casp-4/5 -/-	agrA	2	4	9	1	4	2	115	431	[100,414,130,450]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	4	3	563	525	[546,508,586,542]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	4	4	203	568	[189,556,217,584]	122	0.299918	2	122	1391.97
THP1 casp-4/5 -/-	agrA	2	4	9	1	4	5	185	660	[166,643,202,680]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	4	6	212	721	[195,706,231,741]	37	0.332275	1	37	1012.16
THP1 casp-4/5 -/-	agrA	2	4	9	1	4	7	271	905	[258,886,285,923]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	1	316	584	[301,572,344,601]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	2	377	76	[364,64,395,91]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	3	483	98	[461,79,531,126]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	4	399	125	[377,108,432,145]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	5	1169	218	[1148,197,1202,257]	93	0.374232	1	93	797.57
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	6	107	279	[95,263,119,293]	66	0.281179	1	66	983.182
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	7	1028	316	[993,293,1074,341]	40	0.394942	1	40	963.45
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	8	366	334	[341,311,407,361]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	9	651	328	[631,316,667,342]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	10	304	347	[291,319,317,373]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	11	568	349	[550,337,605,364]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	12	195	375	[179,357,213,391]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	13	491	420	[476,406,504,433]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	14	754	420	[741,409,774,433]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	15	620	502	[596,484,639,522]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	16	870	509	[851,490,889,533]	76	0.347721	1	76	1009.14
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	17	358	527	[331,500,392,555]	30	0.333572	1	30	989.2
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	18	13	583	[1,562,28,600]	52	0.283574	1	52	608.942
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	19	1137	602	[1120,576,1156,626]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	20	408	599	[342,581,445,634]	24	0.304503	1	24	788.542
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	21	1236	654	[1200,627,1256,676]	33	0.288802	1	33	1252.58
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	22	396	670	[378,656,410,687]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	23	208	703	[191,686,225,735]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	24	372	701	[356,684,387,725]	68	0.308885	1	68	796.956
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	25	299	712	[280,694,318,730]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	26	430	730	[416,717,447,744]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	27	1033	739	[1018,726,1047,755]	39	0.300202	1	39	974.744
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	28	1342	762	[1319,737,1358,787]	56	0.295867	1	56	918.125
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	29	402	771	[387,756,419,786]	31	0.349726	1	31	751.129
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	30	434	828	[413,800,465,848]	49	0.368688	1	49	994.776
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	31	658	831	[643,812,680,851]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	32	393	844	[375,823,421,865]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	33	142	908	[108,874,161,933]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	34	1216	996	[1194,963,1251,1020]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	35	902	102	[881,88,919,127]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	36	1109	360	[1079,347,1126,373]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	37	1135	658	[1124,643,1146,690]	72	0.290194	1	72	876.222
THP1 casp-4/5 -/-	agrA	2	4	9	1	5	38	509	673	[491,652,532,713]	20	0.28347	1	20	695.6
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	1	1153	440	[1129,411,1172,473]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	2	771	29	[742,6,819,47]	89	0.302337	2	89	1066.48
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	3	808	81	[792,64,824,102]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	4	648	124	[631,106,664,143]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	5	517	149	[498,132,534,176]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	6	580	156	[564,139,598,176]	69	0.307308	2	69	897.304
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	7	710	171	[694,156,727,187]	24	0.330898	1	24	1270.75
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	8	726	233	[703,212,747,256]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	9	668	262	[640,219,701,297]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	10	508	255	[487,232,558,307]	185	0.350824	5	185	1158.75
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	11	989	287	[967,267,1011,304]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	12	620	302	[607,286,640,320]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	13	1105	351	[1052,338,1133,400]	27	0.285588	1	27	777.593
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	14	631	371	[606,357,643,404]	109	0.318321	2	109	1321.12
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	15	1235	389	[1222,368,1254,418]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	16	1206	568	[1193,543,1220,617]	65	0.367049	2	65	760.846
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	17	759	645	[740,631,776,660]	0	NaN	0	0	NaN
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	18	304	709	[287,693,322,731]	36	0.30967	1	36	1233.25
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	19	294	962	[269,938,324,987]	76	0.320124	3	76	867.882
THP1 casp-4/5 -/-	agrA	2	4	9	1	6	20	141	964	[109,951,155,997]	46	0.348136	1	46	993.717
