"total_conv_events","conv_summary","operon_id","operon_label","operon_locus_tags","NCTC8325_chrom","BeginTU","EndTUshort","mutated_features","mutated_features_types","mutated_genes"
2,"GC:2","TU-U94","NA, bglA","SAOUHSC_00235, SAOUHSC_00236","NC_007795",256164,258503,"SAOUHSC_00235,SAOUHSC_00236","NCTC8325_operons","bglA"
2,"GC:2","TU-U980","NA, NA","SAOUHSC_01967, SAOUHSC_01966","NC_007795",1872728,1870689,"SAOUHSC_01967,U980","NCTC8325_operons,promoter","ecsA"
2,"mortality:2","TU-U100","S82, NA, S83, lytM","new_266361_266434_1, SAOUHSC_00247, new_267428_267696_1, SAOUHSC_00248","NC_007795",266361,268686,"SAOUHSC_00248,new_266361_266434_1","NCTC8325_operons","lytM"
2,"mortality:2","TU-U1025","NA, NA, NA, NA, NA, NA, NA, S813, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, S812","SAOUHSC_02080, SAOUHSC_02079, SAOUHSC_02078, SAOUHSC_02077, SAOUHSC_02075, SAOUHSC_02074, SAOUHSC_02073, new_1958584_1958666_-1, SAOUHSC_02071, SAOUHSC_02070, SAOUHSC_02069, SAOUHSC_02068, SAOUHSC_02067, SAOUHSC_02066, SAOUHSC_02062, SAOUHSC_02061, SAOUHSC_02058, SAOUHSC_02057, SAOUHSC_02056, SAOUHSC_02053, SAOUHSC_02052, SAOUHSC_02051, new_1950544_1950672_-1","NC_007795",1962591,1950572,"SAOUHSC_02078,SAOUHSC_02068","NCTC8325_operons",""
2,"mortality:2","TU-U1028","NA, ampS, S821, NA","SAOUHSC_02093, SAOUHSC_02092, new_1968910_1968998_-1, SAOUHSC_02091","NC_007795",1970499,1968388,"SAOUHSC_02092","NCTC8325_operons","ampS"
2,"mortality:2","TU-U1030",NA,"SAOUHSC_02097","NC_007795",1971575,1972851,"SAOUHSC_02097","NCTC8325_operons","-"
2,"mortality:2","TU-U1042","gatC, gatA, gatB","SAOUHSC_02118, SAOUHSC_02117, SAOUHSC_02116","NC_007795",1991551,1988295,"SAOUHSC_02117","NCTC8325_operons","gatA"
2,"mortality:2","TU-U1069","S852, scn","new_2033496_2033651_-1, SAOUHSC_02167","NC_007795",2033651,2033141,"U1069,new_2033496_2033651_-1,SAOUHSC_02167","NCTC8325_operons,promoter","scn"
2,"mortality:2","TU-U107","NA, NA, NA, S85, NA","SAOUHSC_00269, SAOUHSC_00270, SAOUHSC_00271, new_291566_291700_1, SAOUHSC_00272","NC_007795",288855,291908,"SAOUHSC_00272,SAOUHSC_00269","NCTC8325_operons","-"
2,"mortality:2","TU-U1080","NA, NA, S861, NA, S860, NA, NA, NA, S859, NA, NA, NA, NA, NA","SAOUHSC_02234, SAOUHSC_02233, new_2070205_2070823_-1, SAOUHSC_02231, new_2069677_2069847_-1, SAOUHSC_02229, SAOUHSC_02228, SAOUHSC_02227, new_2068366_2069070_-1, SAOUHSC_02225, SAOUHSC_02223, SAOUHSC_02222, SAOUHSC_02220, SAOUHSC_02219","NC_007795",2071375,2065866,"SAOUHSC_02227,new_2069677_2069847_-1,SAOUHSC_02225","NCTC8325_operons","-"
2,"mortality:2","TU-U1100","nrgA","SAOUHSC_02270","NC_007795",2102008,2101651,"U1100","promoter",""
2,"mortality:2","TU-U1118","S897, ddl, murF, S896, S895, S894, cshA","new_2152648_2152757_-1, SAOUHSC_02318, SAOUHSC_02317, new_2150135_2150203_-1, new_2149771_2150133_-1, new_2149688_2149769_-1, SAOUHSC_02316","NC_007795",2152757,2148248,"SAOUHSC_02318,SAOUHSC_02316","NCTC8325_operons","ddl,cshA"
2,"mortality:2","TU-U1138","murA2, S909, NA","SAOUHSC_02365, new_2186538_2186625_-1, SAOUHSC_02364","NC_007795",2187943,2186192,"SAOUHSC_02365","NCTC8325_operons","murA2"
2,"mortality:2","TU-U1139","S910, murA2, S909, NA","new_2187945_2188198_-1, SAOUHSC_02365, new_2186538_2186625_-1, SAOUHSC_02364","NC_007795",2188198,2186192,"SAOUHSC_02365","NCTC8325_operons","murA2"
2,"mortality:2","TU-U1140","fbaA, S911, S910, murA2, S909, NA","SAOUHSC_02366, new_2188200_2188289_-1, new_2187945_2188198_-1, SAOUHSC_02365, new_2186538_2186625_-1, SAOUHSC_02364","NC_007795",2189266,2186226,"SAOUHSC_02365,new_2188200_2188289_-1","NCTC8325_operons","murA2"
2,"mortality:2","TU-U1173","S941, mdeA","new_2247470_2247698_-1, SAOUHSC_02418","NC_007795",2247698,2246049,"new_2247470_2247698_-1,SAOUHSC_02418","NCTC8325_operons","lmrS"
2,"mortality:2","TU-U1177","htsA, htsB, htsC","SAOUHSC_02430, SAOUHSC_02428, SAOUHSC_02427","NC_007795",2257541,2254515,"SAOUHSC_02428,U1177","NCTC8325_operons,promoter","htsB"
2,"mortality:2","TU-U1181","NA, NA, NA","SAOUHSC_02435, SAOUHSC_02434, SAOUHSC_02433","NC_007795",2261963,2257898,"SAOUHSC_02435","NCTC8325_operons","sfnaA"
2,"mortality:2","TU-U1185","NA, S951, NA, S950, NA","SAOUHSC_02448, new_2271738_2272019_-1, SAOUHSC_02447, new_2270571_2270735_-1, SAOUHSC_02445","NC_007795",2272940,2269526,"SAOUHSC_02445,SAOUHSC_02448","NCTC8325_operons","-"
2,"mortality:2","TU-U1213","NA, S976, fmhB, S975, NA","SAOUHSC_02529, new_2331700_2332330_-1, SAOUHSC_02527, new_2330318_2330386_-1, SAOUHSC_02525","NC_007795",2333125,2327173,"SAOUHSC_02527,SAOUHSC_02525","NCTC8325_operons","femX,-"
2,"mortality:2","TU-U122","NA, NA, NA, ulaA","SAOUHSC_00313, SAOUHSC_00312, SAOUHSC_00311, SAOUHSC_00310","NC_007795",328653,324590,"SAOUHSC_00313","NCTC8325_operons","-"
2,"mortality:2","TU-U1253","S1008, S1007, NA, S1006, NA","new_2391526_2391671_-1, new_2391394_2391524_-1, SAOUHSC_02601, new_2390050_2390181_-1, SAOUHSC_02600","NC_007795",2391671,2389529,"SAOUHSC_02601,new_2391526_2391671_-1","NCTC8325_operons","-"
2,"mortality:2","TU-U1267","corA, fni","SAOUHSC_02624, SAOUHSC_02623","NC_007795",2413761,2411714,"SAOUHSC_02623","NCTC8325_operons","fni"
2,"mortality:2","TU-U1280","NA, NA, S1024","SAOUHSC_02645, SAOUHSC_02646, new_2431129_2431632_1","NC_007795",2430152,2431596,"new_2431129_2431632_1","NCTC8325_operons","mqo"
2,"mortality:2","TU-U1324","bioD, bioA, bioB, bioF, bioW, bioX","SAOUHSC_02716, SAOUHSC_02715, SAOUHSC_02714, SAOUHSC_02713, SAOUHSC_02712, SAOUHSC_02711","NC_007795",2498063,2492719,"SAOUHSC_02711,SAOUHSC_02716","NCTC8325_operons","bioX,bioD"
2,"mortality:2","TU-U134","metI, metC, metH, metE, NA","SAOUHSC_00341, SAOUHSC_00340, SAOUHSC_00339, SAOUHSC_00338, SAOUHSC_00337","NC_007795",356261,349121,"SAOUHSC_00339,SAOUHSC_00338","NCTC8325_operons","metF,metE"
2,"mortality:2","TU-U1343","S1063, opuCA, opuCB, opuCC, opuCD","new_2524234_2524492_-1, SAOUHSC_02744, SAOUHSC_02743, SAOUHSC_02742, SAOUHSC_02741","NC_007795",2524500,2520701,"U1343,SAOUHSC_02743","NCTC8325_operons,promoter","opuCB"
2,"mortality:2","TU-U1374","sasG","SAOUHSC_02798","NC_007795",2574948,2573469,"SAOUHSC_02798","NCTC8325_operons",""
2,"mortality:2","TU-U1429","copA, S1127, NA","SAOUHSC_02873, new_2647590_2647868_1, SAOUHSC_02874","NC_007795",2645143,2648125,"SAOUHSC_02873,new_2647590_2647868_1","NCTC8325_operons","copA"
2,"mortality:2","TU-U1467","betB, S1156, betA","SAOUHSC_02933, new_2699635_2699894_-1, SAOUHSC_02932","NC_007795",2701438,2697926,"SAOUHSC_02932","NCTC8325_operons","betA"
2,"mortality:2","TU-U1475","S1163, NA, S1162, NA, NA","new_2714179_2714637_-1, SAOUHSC_02950, new_2713684_2714013_-1, SAOUHSC_A02794, SAOUHSC_02949","NC_007795",2714648,2712971,"new_2714179_2714637_-1,new_2713684_2714013_-1","NCTC8325_operons",""
2,"mortality:2","TU-U1505","S1181, NA, NA, NA, NA, NA, S1180, NA","new_2795215_2795302_-1, SAOUHSC_03021, SAOUHSC_03020, SAOUHSC_03019, SAOUHSC_03018, SAOUHSC_03017, new_2790527_2790643_-1, SAOUHSC_03016","NC_007795",2795303,2789386,"U1505,SAOUHSC_03021,SAOUHSC_03017","NCTC8325_operons,promoter","-"
2,"mortality:2","TU-U22","plc","SAOUHSC_00051","NC_007795",54217,55217,"SAOUHSC_00051","NCTC8325_operons","plc"
2,"mortality:2","TU-U220","S174, gltX, S175, S176, cysE, cysS, NA, NA, NA, S177, sigH, S178, S179, secE, nusG, S180, rplK, S181, rplA, S182, S183, rplJ, rplL","new_511038_511185_1, SAOUHSC_00509, new_512705_512985_1, new_512987_513062_1, SAOUHSC_00510, SAOUHSC_00511, SAOUHSC_00512, SAOUHSC_00513, SAOUHSC_00514, new_516770_516849_1, SAOUHSC_00515, new_517420_517494_1, new_517496_517696_1, SAOUHSC_00516, SAOUHSC_00517, new_518477_518656_1, SAOUHSC_00518, new_519080_519286_1, SAOUHSC_00519, new_519980_520054_1, new_520056_520250_1, SAOUHSC_00520, SAOUHSC_00521","NC_007795",511038,521102,"new_520056_520250_1,SAOUHSC_00521","NCTC8325_operons","rplL"
2,"mortality:2","TU-U28",NA,"SAOUHSC_00061","NC_007795",68073,66275,"SAOUHSC_00061","NCTC8325_operons","-"
2,"mortality:2","TU-U308","S251, graX, graR, graS, S252, vraF, vraG","new_651084_651148_1, SAOUHSC_00664, SAOUHSC_00665, SAOUHSC_00666, new_653796_653938_1, SAOUHSC_00667, SAOUHSC_00668","NC_007795",651084,656558,"new_653796_653938_1,SAOUHSC_00667","NCTC8325_operons","vraF"
2,"mortality:2","TU-U313","S256, NA, S257, NA, S258, sarX","new_660401_660689_1, SAOUHSC_00672, new_661335_662030_1, SAOUHSC_00673, new_664182_664260_1, SAOUHSC_00674","NC_007795",660401,664650,"SAOUHSC_00672","NCTC8325_operons","-"
2,"mortality:2","TU-U319","S261, NA","new_670739_670812_-1, SAOUHSC_00683","NC_007795",670811,670081,"SAOUHSC_00683","NCTC8325_operons","-"
2,"mortality:2","TU-U320","NA, S262, NA, S263, NA","SAOUHSC_00685, new_671824_671907_1, SAOUHSC_00686, new_672208_672286_1, SAOUHSC_00687","NC_007795",671337,672827,"SAOUHSC_00687","NCTC8325_operons","-"
2,"mortality:2","TU-U321","S262, NA, S263, NA","new_671824_671907_1, SAOUHSC_00686, new_672208_672286_1, SAOUHSC_00687","NC_007795",671824,672827,"SAOUHSC_00687","NCTC8325_operons","-"
2,"mortality:2","TU-U333","fruR, fruB, fruA, S273","SAOUHSC_00706, SAOUHSC_00707, SAOUHSC_00708, new_693888_694018_1","NC_007795",690218,693975,"SAOUHSC_00708,SAOUHSC_00707","NCTC8325_operons","fruA,fruB"
2,"mortality:2","TU-U338","S277, saeQ, saeR, saeS","new_701384_701582_-1, SAOUHSC_00716, SAOUHSC_00715, SAOUHSC_00714","NC_007795",701582,699185,"new_701384_701582_-1,U338,SAOUHSC_00714","NCTC8325_operons,promoter","saeS"
2,"mortality:2","TU-U339","saeP, S278, S277, saeQ, saeR, saeS","SAOUHSC_00717, new_701584_701724_-1, new_701384_701582_-1, SAOUHSC_00716, SAOUHSC_00715, SAOUHSC_00714","NC_007795",702210,699185,"new_701384_701582_-1,new_701584_701724_-1,SAOUHSC_00714","NCTC8325_operons","saeS"
2,"mortality:2","TU-U368","NA, S302, S303, secA","SAOUHSC_00767, new_749556_749644_1, new_749646_749939_1, SAOUHSC_00769","NC_007795",748897,752455,"SAOUHSC_00769","NCTC8325_operons","secA"
2,"mortality:2","TU-U387","S319, NA, S320","new_774645_774847_1, SAOUHSC_00793, new_775515_775877_1","NC_007795",774645,775864,"new_774645_774847_1,SAOUHSC_00793","NCTC8325_operons","-"
2,"mortality:2","TU-U433","NA, NA, S359, NA, S360, NA, dltX, dltA, dltB, dltC, dltD","SAOUHSC_00864, SAOUHSC_00865, new_832704_832810_1, SAOUHSC_00866, new_833696_833948_1, SAOUHSC_00867, SAOUHSC_00868, SAOUHSC_00869, SAOUHSC_00870, SAOUHSC_00871, SAOUHSC_00872","NC_007795",831454,838356,"SAOUHSC_00870,new_833696_833948_1,SAOUHSC_00866","NCTC8325_operons","dltB,-"
2,"mortality:2","TU-U454","addB, addA, S373","SAOUHSC_00904, SAOUHSC_00905, new_875502_875622_1","NC_007795",868344,875620,"new_875502_875622_1,SAOUHSC_00904","NCTC8325_operons","addB"
2,"mortality:2","TU-U457","NA, cdr","SAOUHSC_00909, SAOUHSC_00908","NC_007795",879699,877396,"SAOUHSC_00909","NCTC8325_operons","-"
2,"mortality:2","TU-U475","pepF, S388, S389, S390","SAOUHSC_00937, new_911281_911366_1, new_911368_911465_1, new_911467_911719_1","NC_007795",909432,911677,"new_911467_911719_1","NCTC8325_operons",""
2,"mortality:2","TU-U476","S389, S390","new_911368_911465_1, new_911467_911719_1","NC_007795",911368,911677,"new_911467_911719_1","NCTC8325_operons",""
2,"mortality:2","TU-U480","S393, fabI","new_919939_920030_1, SAOUHSC_00947","NC_007795",919939,920789,"SAOUHSC_00947,U480,new_919939_920030_1","NCTC8325_operons,promoter","fabI"
2,"mortality:2","TU-U52","NA, S46, fdh","SAOUHSC_00141, new_145805_145936_1, SAOUHSC_00142","NC_007795",145360,147000,"new_145805_145936_1,SAOUHSC_00142","NCTC8325_operons","fdh"
2,"mortality:2","TU-U523","qoxA, qoxB, qoxC, qoxD","SAOUHSC_01002, SAOUHSC_01001, SAOUHSC_01000, SAOUHSC_00999","NC_007795",976621,972596,"U523","promoter",""
2,"mortality:2","TU-U560","S437, ctaA","new_1033473_1033603_-1, SAOUHSC_01065","NC_007795",1033603,1032402,"SAOUHSC_01065,new_1033473_1033603_-1,U560","NCTC8325_operons,promoter","ctaA"
2,"mortality:2","TU-U561","S438, S437, ctaA","new_1033605_1033694_-1, new_1033473_1033603_-1, SAOUHSC_01065","NC_007795",1033692,1032402,"SAOUHSC_01065,new_1033473_1033603_-1,new_1033605_1033694_-1","NCTC8325_operons","ctaA"
2,"mortality:2","TU-U609","S481, pyrR, S482, pyrP, pyrB, pyrC, carA, carB, S483, pyrF, pyrE, NA, S484, NA, S485","new_1113382_1113561_1, SAOUHSC_01164, new_1114158_1114346_1, SAOUHSC_01165, SAOUHSC_01166, SAOUHSC_01168, SAOUHSC_01169, SAOUHSC_01170, new_1122124_1122232_1, SAOUHSC_01171, SAOUHSC_01172, SAOUHSC_01173, new_1123797_1124160_1, SAOUHSC_01174, new_1124617_1124840_1","NC_007795",1113382,1124789,"new_1114158_1114346_1,SAOUHSC_01168,SAOUHSC_01171,new_1123797_1124160_1,SAOUHSC_01170","NCTC8325_operons","pyrC,pyrF,carB"
2,"mortality:2","TU-U62","S52, NA, murQ, murP, NA, S53","new_169226_169308_1, SAOUHSC_00156, SAOUHSC_00157, SAOUHSC_00158, SAOUHSC_00160, new_173590_173751_1","NC_007795",169226,173724,"U62,new_169226_169308_1,SAOUHSC_00157","NCTC8325_operons,promoter","murQ"
2,"mortality:2","TU-U631","S502, rbgA, rnhB, sucC, sucD","new_1165062_1165141_1, SAOUHSC_01214, SAOUHSC_01215, SAOUHSC_01216, SAOUHSC_01218","NC_007795",1165062,1168972,"SAOUHSC_01216,SAOUHSC_01218","NCTC8325_operons","sucC,sucD"
2,"mortality:2","TU-U632","sucC, sucD","SAOUHSC_01216, SAOUHSC_01218","NC_007795",1166836,1168989,"SAOUHSC_01216,SAOUHSC_01218","NCTC8325_operons","sucC,sucD"
2,"mortality:2","TU-U641","S515, rimP, nusA, NA, NA, infB","new_1194037_1194124_1, SAOUHSC_01242, SAOUHSC_01243, SAOUHSC_01244, SAOUHSC_01245, SAOUHSC_01246","NC_007795",1194037,1198552,"SAOUHSC_01246,new_1194037_1194124_1,U641","NCTC8325_operons,promoter","infB"
2,"mortality:2","TU-U652","NA, NA, NA","SAOUHSC_01265, SAOUHSC_01266, SAOUHSC_01267","NC_007795",1219826,1223406,"SAOUHSC_01265,SAOUHSC_01266","NCTC8325_operons","-"
2,"mortality:2","TU-U655","S533, glpF, S534, glpK","new_1232229_1232333_1, SAOUHSC_01275, new_1233153_1233242_1, SAOUHSC_01276","NC_007795",1232228,1234813,"SAOUHSC_01276","NCTC8325_operons","glpK"
2,"mortality:2","TU-U702","S572, msrA2, S571","new_1304719_1304810_-1, SAOUHSC_01360, new_1304105_1304208_-1","NC_007795",1304816,1304147,"SAOUHSC_01360,new_1304719_1304810_-1","NCTC8325_operons","msrA2"
2,"mortality:2","TU-U713","S580, NA","new_1321588_1321668_-1, SAOUHSC_01376","NC_007795",1321668,1321130,"SAOUHSC_01376,U713","NCTC8325_operons,promoter","-"
2,"mortality:2","TU-U737","thyA, S600, dfrA, NA, msrA2, msrB, crr, NA","SAOUHSC_01435, new_1370490_1370688_-1, SAOUHSC_01434, SAOUHSC_01433, SAOUHSC_01432, SAOUHSC_01431, SAOUHSC_01430, SAOUHSC_01429","NC_007795",1371696,1367404,"SAOUHSC_01430,SAOUHSC_01435","NCTC8325_operons","crr,thyA"
2,"mortality:2","TU-U782","S637, NA, NA, S636","new_1511430_1511530_-1, SAOUHSC_01584, SAOUHSC_01583, new_1508170_1508539_-1","NC_007795",1511531,1508198,"SAOUHSC_01583","NCTC8325_operons",""
2,"mortality:2","TU-U787","NA, fur, xerD","SAOUHSC_01593, SAOUHSC_01592, SAOUHSC_01591","NC_007795",1519093,1517004,"SAOUHSC_01592,SAOUHSC_01593","NCTC8325_operons","fur,nudF"
2,"mortality:2","TU-U788","S639, proC","new_1521337_1521424_1, SAOUHSC_01597","NC_007795",1521337,1522198,"SAOUHSC_01597","NCTC8325_operons","proC"
2,"mortality:2","TU-U816","dnaG, S656, sigA, NA, NA, S655, NA, nfo, S654, znuC, znuB, zur","SAOUHSC_01663, new_1575605_1575827_-1, SAOUHSC_01662, SAOUHSC_01661, SAOUHSC_01660, new_1572511_1572586_-1, SAOUHSC_01659, SAOUHSC_01658, new_1570102_1570204_-1, SAOUHSC_01657, SAOUHSC_01656, SAOUHSC_01655","NC_007795",1577660,1568123,"SAOUHSC_01660","NCTC8325_operons","-"
2,"mortality:2","TU-U828","S669, lepA, S668, S667, hemN","new_1599761_1599931_-1, SAOUHSC_01688, new_1597755_1597936_-1, new_1597375_1597625_-1, SAOUHSC_01686","NC_007795",1599931,1596207,"SAOUHSC_01688","NCTC8325_operons","lepA"
2,"mortality:2","TU-U834",NA,"SAOUHSC_01704","NC_007795",1610855,1611193,"SAOUHSC_01704,U834","NCTC8325_operons,promoter",""
2,"mortality:2","TU-U847","S685, NA, NA","new_1639007_1639262_-1, SAOUHSC_01736, SAOUHSC_01735","NC_007795",1639262,1638027,"SAOUHSC_01736,SAOUHSC_01735","NCTC8325_operons","tcaD"
2,"mortality:2","TU-U851","S690, recJ, apt","new_1649580_1649662_-1, SAOUHSC_01744, SAOUHSC_01743","NC_007795",1649662,1646782,"SAOUHSC_01744","NCTC8325_operons","recJ"
2,"mortality:2","TU-U860","mreC, mreD","SAOUHSC_01759, SAOUHSC_01758","NC_007795",1661094,1659685,"SAOUHSC_01758","NCTC8325_operons","mreD"
2,"mortality:2","TU-U897","ald2","SAOUHSC_01818","NC_007795",1724675,1723469,"SAOUHSC_01818","NCTC8325_operons","ald2"
2,"mortality:2","TU-U899","ackA","SAOUHSC_01820","NC_007795",1726801,1725560,"SAOUHSC_01820","NCTC8325_operons","ackA"
2,"mortality:2","TU-U903","NA, S724, rpsD","SAOUHSC_01828, new_1734377_1734576_1, SAOUHSC_01829","NC_007795",1733829,1735174,"SAOUHSC_01829,SAOUHSC_01828","NCTC8325_operons","rpsD,-"
2,"mortality:2","TU-U905",NA,"SAOUHSC_01831","NC_007795",1736170,1736653,"SAOUHSC_01831","NCTC8325_operons","-"
2,"mortality:2","TU-U920","S732, aroA","new_1758967_1759271_-1, SAOUHSC_01852","NC_007795",1759271,1757826,"new_1758967_1759271_-1,SAOUHSC_01852","NCTC8325_operons","aroA2"
2,"mortality:2","TU-U930","NA, dat, S736, S735, NA, trmB","SAOUHSC_01868, SAOUHSC_01867, new_1773372_1773806_-1, new_1773258_1773370_-1, SAOUHSC_01866, SAOUHSC_01865","NC_007795",1776183,1771885,"SAOUHSC_01868,SAOUHSC_01867","NCTC8325_operons","-,dat"
2,"mortality:2","TU-U955","pckA","SAOUHSC_01910","NC_007795",1819072,1820735,"SAOUHSC_01910","NCTC8325_operons","pckA"
